,name,coordinates,nearestSchool,nearestSchool_distance,Y,X,School_Name,real_distance,real_duration
169,1408/483 Swanston Street Melbourne VIC 3000,"[-37.8072179, 144.9623358]",River Nile School,0.6766,-37.80519,144.95509,River Nile School,0.9,1.8
170,110/68 La Trobe Street Melbourne VIC 3000,"[-37.8083648, 144.9667899]",Stott's College,0.4842,-37.81154,144.97056,Stott's College,0.6,1.3
171,CARPARK/442 Elizabeth Street Melbourne VIC 3000,"[-37.8083542, 144.9607272]",River Nile School,0.6081,-37.80519,144.95509,River Nile School,0.9,1.7
172,3803/483 Swanston Street Melbourne VIC 3000,"[-37.8073886, 144.962087]",River Nile School,0.6627,-37.80519,144.95509,River Nile School,0.9,1.8
173,714/268 Flinders Street Melbourne VIC 3000,"[-37.8178283, 144.9655259]",Stott's College,0.8268,-37.81154,144.97056,Stott's College,1.3,2.9
174,7302/462 Elizabeth Street Melbourne VIC 3000,"[-37.807859, 144.960611]",River Nile School,0.5693,-37.80519,144.95509,River Nile School,0.8,1.6
175,593 Elizabeth Street Melbourne VIC 3000,"[-37.8044743, 144.9582027]",River Nile School,0.2854,-37.80519,144.95509,River Nile School,0.5,1.4
176,14/402-408 La Trobe Street Melbourne VIC 3000,"[-37.8111586, 144.9577218]",Ozford College,0.3485,-37.81289,144.95442,Ozford College,0.6,1.8
177,5101/464 Collins Street Melbourne VIC 3000,"[-37.8175602, 144.9585916]",Hester Hornbrook Academy,0.243,-37.81654,144.95615,Hester Hornbrook Academy,0.5,1.0
178,300/668 Bourke Street Melbourne VIC 3000,"[-37.8166152, 144.9542789]",Hester Hornbrook Academy,0.165,-37.81654,144.95615,Hester Hornbrook Academy,0.6,1.5
179,2401/371 Little Lonsdale Street Melbourne VIC 3000,"[-37.8117708, 144.9609302]",Ozford College,0.5866,-37.81289,144.95442,Ozford College,0.8,2.3
180,1107/5 Sutherland Street Melbourne VIC 3000,"[-37.811416, 144.9608504]",Ozford College,0.5894,-37.81289,144.95442,Ozford College,0.8,2.1
181,42/140 Flinders Street Melbourne VIC 3000,"[-37.816398, 144.9703476]",Stott's College,0.5395,-37.81154,144.97056,Stott's College,0.8,2.0
182,2403/36 La Trobe Street Melbourne VIC 3000,"[-37.8081637, 144.967594]",Stott's College,0.4568,-37.81154,144.97056,Stott's College,0.5,1.3
183,1709/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
184,3610/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
185,4901/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
186,1702/8 Downie Street Melbourne VIC 3000,"[-37.8203424, 144.9559928]",Hester Hornbrook Academy,0.4223,-37.81654,144.95615,Hester Hornbrook Academy,1.0,2.2
187,2302/5 Sutherland Street Melbourne VIC 3000,"[-37.811416, 144.9608504]",Ozford College,0.5894,-37.81289,144.95442,Ozford College,0.8,2.1
188,3601/8 Sutherland Street Melbourne VIC 3000,"[-37.8112884, 144.9610605]",Ozford College,0.6112,-37.81289,144.95442,Ozford College,0.8,2.0
189,910/181 ABeckett Street Melbourne VIC 3000,"[-37.8101564, 144.9581958]",Ozford College,0.4501,-37.81289,144.95442,Ozford College,0.6,1.4
190,709/11 Cohen Place Melbourne VIC 3000,"[-37.8110147, 144.9690196]",Stott's College,0.1476,-37.81154,144.97056,Stott's College,0.5,1.3
191,3405/81 A'beckett Street Melbourne VIC 3000,"[-37.8092252, 144.9613779]",River Nile School,0.7122,-37.80519,144.95509,River Nile School,0.9,1.7
192,828/139 Lonsdale Street Melbourne VIC 3000,"[-37.8107954, 144.9683039]",Stott's College,0.2152,-37.81154,144.97056,Stott's College,0.6,1.5
193,4313/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
194,1707/155 Franklin Street Melbourne VIC 3000,"[-37.8088259, 144.9595488]",River Nile School,0.5631,-37.80519,144.95509,River Nile School,0.9,1.7
195,2804/181 ABeckett Street Melbourne VIC 3000,"[-37.8101564, 144.9581958]",Ozford College,0.4501,-37.81289,144.95442,Ozford College,0.6,1.4
196,1011/618 Lonsdale Street Melbourne VIC 3000,"[-37.8142509, 144.9539845]",Ozford College,0.1558,-37.81289,144.95442,Ozford College,0.3,1.2
197,4803/228 La Trobe Street Melbourne VIC 3000,"[-37.8097514, 144.9626141]",Stott's College,0.7273,-37.81154,144.97056,Stott's College,1.0,2.4
198,402/243 Franklin Street Melbourne VIC 3000,"[-37.8096191, 144.9560827]",Ozford College,0.3915,-37.81289,144.95442,Ozford College,0.6,1.4
199,303/263 Franklin Street Melbourne VIC 3000,"[-37.8095502, 144.9566201]",Ozford College,0.4183,-37.81289,144.95442,Ozford College,0.6,1.5
200,1404/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,-37.81654,144.95615,Hester Hornbrook Academy,1.0,2.2
201,31/398 La Trobe Street Melbourne VIC 3000,"[-37.8109426, 144.9578145]",Ozford College,0.3689,-37.81289,144.95442,Ozford College,0.6,1.8
202,1002/483 Swanston Street Melbourne VIC 3000,"[-37.8072179, 144.9623358]",River Nile School,0.6766,-37.80519,144.95509,River Nile School,0.9,1.8
203,1007/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,-37.81654,144.95615,Hester Hornbrook Academy,1.2,2.7
204,2404/8 Franklin Street Melbourne VIC 3000,"[-37.8074591, 144.9619559]",River Nile School,0.655,-37.80519,144.95509,River Nile School,0.9,1.7
205,3510/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
206,503/368 Little Collins Street Melbourne VIC 3000,"[-37.8152818, 144.9622623]",Hester Hornbrook Academy,0.556,-37.81654,144.95615,Hester Hornbrook Academy,0.6,1.6
207,3702/601 Little Lonsdale Street Melbourne VIC 3000,"[-37.8137564, 144.9537143]",Ozford College,0.1145,-37.81289,144.95442,Ozford College,0.3,0.8
208,4106/601 Little Lonsdale Street Melbourne VIC 3000,"[-37.8137564, 144.9537143]",Ozford College,0.1145,-37.81289,144.95442,Ozford College,0.3,0.8
209,4407/618 Lonsdale Street Melbourne VIC 3000,"[-37.8142509, 144.9539845]",Ozford College,0.1558,-37.81289,144.95442,Ozford College,0.3,1.2
210,2910/118-134 ABeckett Street Melbourne VIC 3000,"[-37.809359, 144.959739]",Ozford College,0.6107,-37.81289,144.95442,Ozford College,0.8,1.8
211,603/25-33 Wills Street Melbourne VIC 3000,"[-37.8107757, 144.9569269]",Ozford College,0.3222,-37.81289,144.95442,Ozford College,0.7,1.7
212,205/442 Elizabeth Street Melbourne VIC 3000,"[-37.8082901, 144.9608496]",River Nile School,0.6129,-37.80519,144.95509,River Nile School,0.7,1.4
213,1307/280 Spencer Street Melbourne VIC 3000,"[-37.8139297, 144.952069]",Ozford College,0.237,-37.81289,144.95442,Ozford College,0.4,1.5
214,4809/398 Elizabeth Street Melbourne VIC 3000,"[-37.8093316, 144.9613227]",River Nile School,0.7159,-37.80519,144.95509,River Nile School,0.9,1.8
215,2904/285 La Trobe Street Melbourne VIC 3000,"[-37.810735, 144.9608179]",Ozford College,0.612,-37.81289,144.95442,Ozford College,0.7,1.9
216,708/243 Franklin Street Melbourne VIC 3000,"[-37.809763, 144.9569891]",Ozford College,0.4143,-37.81289,144.95442,Ozford College,0.7,1.6
217,605/455 Elizabeth Street Melbourne VIC 3000,"[-37.8084293, 144.9602064]",River Nile School,0.5764,-37.80519,144.95509,River Nile School,0.7,1.4
218,1506/155 Franklin Street Melbourne VIC 3000,"[-37.8088259, 144.9595488]",River Nile School,0.5631,-37.80519,144.95509,River Nile School,0.9,1.7
219,1302/5 Sutherland Street Melbourne VIC 3000,"[-37.811416, 144.9608504]",Ozford College,0.5894,-37.81289,144.95442,Ozford College,0.8,2.1
220,1602/270 King Street Melbourne VIC 3000,"[-37.813751, 144.9550317]",Ozford College,0.1097,-37.81289,144.95442,Ozford College,0.4,1.3
221,1903/22-40 Wills Street Melbourne VIC 3000,"[-37.8107551, 144.9570001]",Ozford College,0.3283,-37.81289,144.95442,Ozford College,0.6,1.3
222,206/118 Franklin Street Melbourne VIC 3000,"[-37.8082052, 144.9589035]",River Nile School,0.4741,-37.80519,144.95509,River Nile School,0.8,1.6
223,507/318 Little Lonsdale Street Melbourne VIC 3000,"[-37.8115806, 144.9602845]",Ozford College,0.5365,-37.81289,144.95442,Ozford College,0.7,1.9
224,403/95 Berkeley Street Melbourne VIC 3000,"[-37.8033781, 144.9587815]",St Joseph's Flexible Learning Centre Melbourne,0.3422,-37.80384,144.95494,St Joseph's Flexible Learning Centre Melbourne,0.5,1.3
225,1003/270 King Street Melbourne VIC 3000,"[-37.813751, 144.9550317]",Ozford College,0.1097,-37.81289,144.95442,Ozford College,0.4,1.3
226,3202/618 Lonsdale Street Melbourne VIC 3000,"[-37.8142509, 144.9539845]",Ozford College,0.1558,-37.81289,144.95442,Ozford College,0.3,1.2
227,310/268 Flinders Street Melbourne VIC 3000,"[-37.8178134, 144.9655688]",Stott's College,0.8234,-37.81154,144.97056,Stott's College,1.3,2.9
228,2209/181 ABeckett Street Melbourne VIC 3000,"[-37.8101564, 144.9581958]",Ozford College,0.4501,-37.81289,144.95442,Ozford College,0.6,1.4
229,3511/80 A'Beckett Street Melbourne VIC 3000,"[-37.8089991, 144.9610792]",River Nile School,0.676,-37.80519,144.95509,River Nile School,0.8,1.6
230,1607/5 Sutherland Street Melbourne VIC 3000,"[-37.811416, 144.9608504]",Ozford College,0.5894,-37.81289,144.95442,Ozford College,0.8,2.1
231,1310/7 Katherine Place Melbourne VIC 3000,"[-37.8201858, 144.9564628]",Hester Hornbrook Academy,0.4056,-37.81654,144.95615,Hester Hornbrook Academy,0.9,2.0
232,1204/380 Little Lonsdale Melbourne VIC 3000,"[-37.8121026, 144.9581291]",Ozford College,0.3381,-37.81289,144.95442,Ozford College,0.7,1.8
233,2206/75-89 A'beckett Street Melbourne VIC 3000,"[-37.8093797, 144.9612103]",River Nile School,0.7119,-37.80519,144.95509,River Nile School,1.1,2.1
234,3412/601 Little Lonsdale Street Melbourne VIC 3000,"[-37.8137564, 144.9537143]",Ozford College,0.1145,-37.81289,144.95442,Ozford College,0.3,0.8
235,2303/228 La Trobe Street Melbourne VIC 3000,"[-37.8097514, 144.9626141]",Stott's College,0.7273,-37.81154,144.97056,Stott's College,1.0,2.4
236,2910/668 Bourke Street Melbourne VIC 3000,"[-37.8166152, 144.9542789]",Hester Hornbrook Academy,0.165,-37.81654,144.95615,Hester Hornbrook Academy,0.6,1.5
237,3405/483 Swanston Street Melbourne VIC 3000,"[-37.8072179, 144.9623358]",River Nile School,0.6766,-37.80519,144.95509,River Nile School,0.9,1.8
238,202/31 ABeckett Street Melbourne VIC 3000,"[-37.8088893, 144.9625546]",Stott's College,0.7639,-37.81154,144.97056,Stott's College,1.4,2.8
239,53/33 Latrobe Street Melbourne VIC 3000,"[-37.8079055, 144.9703589]",Holmes Grammar School,0.3146,-37.8103,144.97227,Holmes Grammar School,1.0,2.3
240,UNIT 2707/35 SPRING STREET Melbourne VIC 3000,"[-37.8141725, 144.9740049]",Stott's College,0.4212,-37.81154,144.97056,Stott's College,0.6,1.5
241,1403/225 Elizabeth Street Melbourne VIC 3000,"[-37.8132308, 144.9623173]",Hester Hornbrook Academy,0.6556,-37.81654,144.95615,Hester Hornbrook Academy,0.8,1.8
242,1712/155 Franklin Street Melbourne VIC 3000,"[-37.8088259, 144.9595488]",River Nile School,0.5631,-37.80519,144.95509,River Nile School,0.9,1.7
243,G08/68 La Trobe Street Melbourne VIC 3000,"[-37.8083648, 144.9667899]",Stott's College,0.4842,-37.81154,144.97056,Stott's College,0.6,1.3
244,4701/38 Rose Lane Melbourne VIC 3000,"[-37.8148884, 144.9542283]",Ozford College,0.2224,-37.81289,144.95442,Ozford College,0.4,1.0
245,1105/22 Jane Bell Lane Melbourne VIC 3000,"[-37.8102205, 144.9662652]",Stott's College,0.4056,-37.81154,144.97056,Stott's College,0.6,1.4
246,1910/157 Abeckett Street Melbourne VIC 3000,"[-37.8099156, 144.9591846]",Ozford College,0.5339,-37.81289,144.95442,Ozford College,0.7,1.6
247,5008/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
248,5111/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
249,138 Spencer Street Melbourne VIC 3000,"[-37.817416, 144.9536403]",Hester Hornbrook Academy,0.2414,-37.81654,144.95615,Hester Hornbrook Academy,0.9,2.1
250,303/217 A'Beckett Street Melbourne VIC 3000,"[-37.8104528, 144.9573548]",Ozford College,0.3741,-37.81289,144.95442,Ozford College,0.5,1.3
251,4202/568 Collins Street Melbourne VIC 3000,"[-37.8183759, 144.9554361]",Hester Hornbrook Academy,0.2132,-37.81654,144.95615,Hester Hornbrook Academy,1.0,2.2
252,504/639 Lonsdale Street Melbourne VIC 3000,"[-37.8150689, 144.9534096]",Ozford College,0.2577,-37.81289,144.95442,Ozford College,0.7,1.7
253,5605/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
254,3507/200 Spencer Street Melbourne VIC 3000,"[-37.816228, 144.9532465]",Hester Hornbrook Academy,0.258,-37.81654,144.95615,Hester Hornbrook Academy,0.8,1.8
255,3709/639 Lonsdale Street Melbourne VIC 3000,"[-37.8150689, 144.9534096]",Ozford College,0.2577,-37.81289,144.95442,Ozford College,0.7,1.7
256,2209/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
257,204/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,-37.81654,144.95615,Hester Hornbrook Academy,1.2,2.7
258,3410/33 Rose Lane Melbourne VIC 3000,"[-37.8150137, 144.9538694]",Ozford College,0.2406,-37.81289,144.95442,Ozford College,0.4,1.1
259,4706/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
260,2802b/639 Little Lonsdale Street Melbourne VIC 3000,"[-37.8141942, 144.9521662]",Ozford College,0.2456,-37.81289,144.95442,Ozford College,0.4,1.4
261,1612/155 Franklin Street Melbourne VIC 3000,"[-37.8088259, 144.9595488]",River Nile School,0.5631,-37.80519,144.95509,River Nile School,0.9,1.7
262,2605/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
263,4406/38 Rose Lane Melbourne VIC 3000,"[-37.8148884, 144.9542283]",Ozford College,0.2224,-37.81289,144.95442,Ozford College,0.4,1.0
264,2503/135 A'Beckett Street Melbourne VIC 3000,"[-37.8097879, 144.9596466]",Ozford College,0.5748,-37.81289,144.95442,Ozford College,0.8,1.8
265,803/108 Flinders Street Melbourne VIC 3000,"[-37.8161924, 144.971196]",Stott's College,0.5194,-37.81154,144.97056,Stott's College,0.6,1.4
266,1104/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,-37.81654,144.95615,Hester Hornbrook Academy,1.2,2.7
267,2002/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
268,3305/483 Swanston Street Melbourne VIC 3000,"[-37.8072179, 144.9623358]",River Nile School,0.6766,-37.80519,144.95509,River Nile School,0.9,1.8
269,5/181 Franklin Street Melbourne VIC 3000,"[-37.8090958, 144.958276]",River Nile School,0.5164,-37.80519,144.95509,River Nile School,0.8,1.8
270,124/546 Flinders Street Melbourne VIC 3000,"[-37.8205058, 144.9561717]",Hester Hornbrook Academy,0.4402,-37.81654,144.95615,Hester Hornbrook Academy,1.0,2.1
271,804/95 Berkeley Street Melbourne VIC 3000,"[-37.8033781, 144.9587815]",St Joseph's Flexible Learning Centre Melbourne,0.3422,-37.80384,144.95494,St Joseph's Flexible Learning Centre Melbourne,0.5,1.3
272,102/8 Bligh Place Melbourne VIC 3000,"[-37.817252, 144.963903]",Hester Hornbrook Academy,0.6872,-37.81654,144.95615,Hester Hornbrook Academy,1.0,2.4
273,2810/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
274,1110/22-24 Jane Bell Lane Melbourne VIC 3000,"[-37.8102205, 144.9662652]",Stott's College,0.4056,-37.81154,144.97056,Stott's College,0.6,1.4
275,3108/127-141 A'beckett Street Melbourne VIC 3000,"[-37.809764799999996, 144.9598157]",Ozford College,0.5883,-37.81289,144.95442,Ozford College,0.8,1.8
276,1010/7 Katherine Place Melbourne VIC 3000,"[-37.8201858, 144.9564628]",Hester Hornbrook Academy,0.4056,-37.81654,144.95615,Hester Hornbrook Academy,0.9,2.0
277,302/60 A'Beckett Street Melbourne VIC 3000,"[-37.8087388, 144.9614417]",River Nile School,0.6841,-37.80519,144.95509,River Nile School,1.0,2.0
278,2008/483 Swanston Street Melbourne VIC 3000,"[-37.8072179, 144.9623358]",River Nile School,0.6766,-37.80519,144.95509,River Nile School,0.9,1.8
279,1904/120 A'Beckett Street Melbourne VIC 3000,"[-37.8093086, 144.9597389]",River Nile School,0.6137,-37.80519,144.95509,River Nile School,0.9,1.7
280,603/8 Exploration Lane Melbourne VIC 3000,"[-37.8091129, 144.9684545]",Stott's College,0.327,-37.81154,144.97056,Stott's College,0.4,1.0
281,2806/36 La Trobe Street Melbourne VIC 3000,"[-37.8081637, 144.967594]",Stott's College,0.4568,-37.81154,144.97056,Stott's College,0.5,1.3
282,904/422 Collins Street Melbourne VIC 3000,"[-37.8170971, 144.9601487]",Hester Hornbrook Academy,0.3575,-37.81654,144.95615,Hester Hornbrook Academy,0.8,1.6
283,1605/31 A'beckett Street Melbourne VIC 3000,"[-37.8088893, 144.9625546]",Stott's College,0.7639,-37.81154,144.97056,Stott's College,1.4,2.8
284,2610/265 Exhibition Street Melbourne VIC 3000,"[-37.8095971, 144.9692227]",Stott's College,0.2457,-37.81154,144.97056,Stott's College,0.3,0.6
285,907/5 Sutherland Street Melbourne VIC 3000,"[-37.811416, 144.9608504]",Ozford College,0.5894,-37.81289,144.95442,Ozford College,0.8,2.1
286,2703/8 Exploration Lane Melbourne VIC 3000,"[-37.8091129, 144.9684545]",Stott's College,0.327,-37.81154,144.97056,Stott's College,0.4,1.0
287,16/153 La Trobe Street Melbourne VIC 3000,"[-37.80889579999999, 144.9673623]",Stott's College,0.4067,-37.81154,144.97056,Stott's College,0.5,1.4
288,2712/500 Elizabeth Street Melbourne VIC 3000,"[-37.8072443, 144.9602814]",River Nile School,0.5109,-37.80519,144.95509,River Nile School,0.8,1.5
289,1802/560 Lonsdale Street Melbourne VIC 3000,"[-37.8140313, 144.9556025]",Ozford College,0.164,-37.81289,144.95442,Ozford College,0.5,1.2
290,909/565 Flinders Street Melbourne VIC 3000,"[-37.8210586, 144.9559072]",Hester Hornbrook Academy,0.502,-37.81654,144.95615,Hester Hornbrook Academy,1.2,2.7
291,4203/318 Rusell Street Melbourne VIC 3000,"[-37.8091709, 144.966801]",Stott's College,0.4227,-37.81154,144.97056,Stott's College,0.7,1.7
292,1305/151 Berkeley Street Melbourne VIC 3000,"[-37.8022049, 144.9582151]",St Joseph's Flexible Learning Centre Melbourne,0.3408,-37.80384,144.95494,St Joseph's Flexible Learning Centre Melbourne,0.6,1.4
293,1711/620 Collins Street Melbourne VIC 3000,"[-37.8186626, 144.9543471]",Hester Hornbrook Academy,0.2841,-37.81654,144.95615,Hester Hornbrook Academy,0.9,1.9
294,307/243 Franklin Street Melbourne VIC 3000,"[-37.8096191, 144.9560827]",Ozford College,0.3915,-37.81289,144.95442,Ozford College,0.6,1.4
295,609/243 Franklin Street Melbourne VIC 3000,"[-37.8096191, 144.9560827]",Ozford College,0.3915,-37.81289,144.95442,Ozford College,0.6,1.4
296,1419/555 St Kilda Road Melbourne VIC 3000,"[-37.8470517, 144.9806745]",Wesley College,0.2358,-37.84883,144.98214,Wesley College,0.3,0.8
297,1110/371 Little Lonsdale Street Melbourne VIC 3000,"[-37.8117708, 144.9609302]",Ozford College,0.5866,-37.81289,144.95442,Ozford College,0.8,2.3
298,1111/408 Lonsdale Street Melbourne VIC 3000,"[-37.8125979, 144.9604012]",Ozford College,0.5277,-37.81289,144.95442,Ozford College,0.9,2.1
299,5706/224-252 La Trobe Street Melbourne VIC 3000,"[-37.8097612, 144.962455]",Stott's College,0.7405,-37.81154,144.97056,Stott's College,1.0,2.4
300,612/253 Franklin Street Melbourne VIC 3000,"[-37.8095025, 144.9566681]",Ozford College,0.4249,-37.81289,144.95442,Ozford College,0.6,1.5
301,1214/555 Flinders Street Melbourne VIC 3000,"[-37.8209711, 144.9564827]",Hester Hornbrook Academy,0.4927,-37.81654,144.95615,Hester Hornbrook Academy,1.4,3.2
302,1003/29 Market Street Melbourne VIC 3000,"[-37.8186838, 144.9604134]",Hester Hornbrook Academy,0.4445,-37.81654,144.95615,Hester Hornbrook Academy,0.8,1.8
303,627/118 Franklin Street Melbourne VIC 3000,"[-37.8082052, 144.9589035]",River Nile School,0.4741,-37.80519,144.95509,River Nile School,0.8,1.6
