,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
342,55 Muirfield Dr Sunbury VIC 3429,"[-37.5868516, 144.7577034]",4.3,10.7,Goonawarra Primary School,0.9161,-37.58052,144.75105,Goonawarra Primary School,1.1,4.2
343,30 St Ronans Ct Sunbury VIC 3429,"[-37.557628, 144.7572313]",8.5,15.2,Salesian College Sunbury,2.3156,-37.57264,144.73903,Salesian College Sunbury,4.3,13.5
344,14 Hamilton Street Riddells Creek VIC 3431,"[-37.4642723, 144.679887]",15.6,19.2,Riddells Creek Primary School,0.3389,-37.46122,144.67978,Riddells Creek Primary School,0.8,1.5
345,19 Racecourse Road Riddells Creek VIC 3431,"[-37.4620871, 144.6867737]",16.3,20.6,Riddells Creek Primary School,0.6262,-37.46122,144.67978,Riddells Creek Primary School,1.3,2.2
346,45 Sunny Park Close Gisborne VIC 3437,"[-37.4804161, 144.6015062]",18.9,20.7,Gisborne Primary School,1.6368,-37.49086,144.58844,Gisborne Primary School,2.1,4.8
347,3/36 Goode Street Gisborne VIC 3437,"[-37.4888355, 144.5859315]",18.1,19.0,Gisborne Primary School,0.3158,-37.49086,144.58844,Gisborne Primary School,0.5,1.0
348,47 Grant Avenue Gisborne VIC 3437,"[-37.4961637, 144.5956577]",17.7,19.5,Gisborne Primary School,0.8683,-37.49086,144.58844,Gisborne Primary School,1.1,3.0
349,20 Scenic Court Gisborne VIC 3437,"[-37.483218, 144.5983793]",18.8,20.3,Gisborne Primary School,1.2215,-37.49086,144.58844,Gisborne Primary School,2.0,4.4
350,141 Emmeline Drive Gisborne VIC 3437,"[-37.4952882, 144.6158866]",16.0,15.1,Willowbank Primary School,1.1816,-37.50394,144.6081,Willowbank Primary School,3.5,7.3
351,15 Nelson Court Gisborne VIC 3437,"[-37.4897698, 144.5753595]",19.4,21.2,Gisborne Primary School,1.1631,-37.49086,144.58844,Gisborne Primary School,1.8,3.4
352,28 Worcester Road Gisborne VIC 3437,"[-37.4962145, 144.5939676]",17.6,19.2,Gisborne Primary School,0.7695,-37.49086,144.58844,Gisborne Primary School,1.0,2.7
353,10 Thomas Place Gisborne VIC 3437,"[-37.5031448, 144.5945672]",18.9,20.8,Gisborne Secondary College,1.0309,-37.49811,144.58477,Gisborne Secondary College,1.6,3.9
354,21 Morrow Road Gisborne VIC 3437,"[-37.47623189999999, 144.5962377]",19.3,18.1,New Gisborne Primary School,1.4811,-37.46289,144.59658,New Gisborne Primary School,1.8,3.4
355,12 Bunyip Street Gisborne VIC 3437,"[-37.5048675, 144.6119503]",17.8,19.0,Willowbank Primary School,0.3557,-37.50394,144.6081,Willowbank Primary School,0.3,1.1
356,23 Lyell Street Gisborne VIC 3437,"[-37.48640839999999, 144.5846737]",18.4,19.6,Gisborne Primary School,0.5959,-37.49086,144.58844,Gisborne Primary School,0.9,1.8
357,11 Grant Avenue Gisborne VIC 3437,"[-37.4933632, 144.5955694]",17.4,18.5,Gisborne Primary School,0.689,-37.49086,144.58844,Gisborne Primary School,0.8,2.0
358,6/46 Brantome Street Gisborne VIC 3437,"[-37.4882909, 144.5888728]",17.9,18.7,Gisborne Primary School,0.2877,-37.49086,144.58844,Gisborne Primary School,0.3,0.8
359,160 Aitken Street Gisborne VIC 3437,"[-37.4994193, 144.5883997]",18.6,20.1,Gisborne Secondary College,0.3523,-37.49811,144.58477,Gisborne Secondary College,0.6,0.7
360,2/31 Prince Street Gisborne VIC 3437,"[-37.4888069, 144.5882653]",18.0,18.8,Gisborne Primary School,0.2284,-37.49086,144.58844,Gisborne Primary School,0.4,0.8
361,26 Mount Vista Close New Gisborne VIC 3438,"[-37.46982879999999, 144.6017632]",19.6,18.5,New Gisborne Primary School,0.8963,-37.46289,144.59658,New Gisborne Primary School,1.4,2.4
362,73 Barringo Road New Gisborne VIC 3438,"[-37.4524861, 144.6004832]",20.8,19.2,Gisborne Montessori School,0.1087,-37.45339,144.60001,Gisborne Montessori School,0.1,0.1
363,16 Kiwi Court New Gisborne VIC 3438,"[-37.4675766, 144.6018061]",20.3,20.5,New Gisborne Primary School,0.6959,-37.46289,144.59658,New Gisborne Primary School,1.0,3.0
364,524 Mount Macedon Road Mount Macedon VIC 3441,"[-37.4143461, 144.5854049]",25.9,22.8,Mount Macedon Primary School,1.0666,-37.40479,144.58413,Mount Macedon Primary School,1.4,1.6
365,2/6 Sturt Street Woodend VIC 3442,"[-37.3543149, 144.5197419]",35.2,29.6,St Ambrose's School,1.0274,-37.35779,144.53049,St Ambrose's School,1.8,3.1
366,30 Davy Street Woodend VIC 3442,"[-37.3497308, 144.5333085]",36.3,29.2,Woodend Primary School,0.4107,-37.35342,144.53294,Woodend Primary School,0.9,2.5
367,.36 Anslow Street Woodend VIC 3442,"[-37.3568755, 144.5255893]",34.3,28.2,St Ambrose's School,0.4459,-37.35779,144.53049,St Ambrose's School,0.9,1.8
368,16 Tree Change Way Woodend VIC 3442,"[-37.3389386, 144.5377495]",36.8,29.6,Woodend Primary School,1.6627,-37.35342,144.53294,Woodend Primary School,2.3,4.0
369,2/2 Pyke Street Woodend VIC 3442,"[-37.3565301, 144.5318357]",34.5,28.9,St Ambrose's School,0.1838,-37.35779,144.53049,St Ambrose's School,0.3,0.9
370,2/19 Wood Street Woodend VIC 3442,"[-37.3589848, 144.53222]",34.4,28.2,St Ambrose's School,0.2027,-37.35779,144.53049,St Ambrose's School,0.5,1.0
371,1/33 Lowry Drive Woodend VIC 3442,"[-37.3652409, 144.5579544]",36.6,28.9,Braemar College,1.6045,-37.36383,144.57598,Braemar College,3.4,5.3
372,4/1891 Mount Macedon Road Woodend VIC 3442,"[-37.3609211, 144.5414918]",35.1,28.8,St Ambrose's School,1.0348,-37.35779,144.53049,St Ambrose's School,1.3,1.7
373,195 Boundary Road Woodend VIC 3442,"[-37.3546541, 144.5543264]",36.3,28.7,Woodend Primary School,1.8997,-37.35342,144.53294,Woodend Primary School,4.4,7.0
374,1/34 Jennings Street Kyneton VIC 3444,"[-37.2470199, 144.4493695]",50.3,38.8,Kyneton High School,0.9157,-37.25133,144.45817,Kyneton High School,1.0,2.6
375,3 Lauriston Street Kyneton VIC 3444,"[-37.2475668, 144.4543723]",50.1,37.8,Kyneton High School,0.5366,-37.25133,144.45817,Kyneton High School,0.7,1.6
376,47 Bourke Street Kyneton VIC 3444,"[-37.2555247, 144.4680981]",48.9,36.5,Our Lady of the Rosary,0.7688,-37.25051,144.46212,Our Lady of the Rosary,1.0,2.1
377,22 Clowes Street Kyneton VIC 3444,"[-37.2527536, 144.448343]",50.6,39.2,Kyneton High School,0.886,-37.25133,144.45817,Kyneton High School,1.3,2.9
378,5/80 Beauchamp Street Kyneton VIC 3444,"[-37.2414568, 144.450739]",51.5,37.5,Kyneton High School,1.2788,-37.25133,144.45817,Kyneton High School,1.6,2.8
379,30 Chisel Avenue Kyneton VIC 3444,"[-37.2489073, 144.4530674]",49.9,37.3,Kyneton High School,0.5265,-37.25133,144.45817,Kyneton High School,0.5,1.0
380,2/14 Welsh Street Kyneton VIC 3444,"[-37.25100279999999, 144.4550344]",49.6,37.0,Kyneton High School,0.2805,-37.25133,144.45817,Kyneton High School,0.3,0.7
381,22 Welsh Street Kyneton VIC 3444,"[-37.25096020000001, 144.4556174]",49.6,36.9,Kyneton High School,0.2302,-37.25133,144.45817,Kyneton High School,0.2,0.6
382,19 Charles Street Castlemaine VIC 3450,"[-37.0618817, 144.2071416]",93.9,65.8,Winters Flat Primary School,0.9192,-37.07016,144.20749,Winters Flat Primary School,1.2,4.2
383,23 Brown Street Castlemaine VIC 3450,"[-37.0671324, 144.2032627]",96.2,67.9,Winters Flat Primary School,0.5042,-37.07016,144.20749,Winters Flat Primary School,0.7,2.2
384,5 Treasure Street Castlemaine VIC 3450,"[-37.07166290000001, 144.2349387]",84.1,62.2,Castlemaine Primary School,1.2542,-37.0666,144.22233,Castlemaine Primary School,1.5,2.5
385,62 Urquhart Street Castlemaine VIC 3450,"[-37.0599407, 144.2234265]",93.2,64.2,Castlemaine North Primary School,0.4589,-37.05783,144.21899,Castlemaine North Primary School,0.7,2.0
386,27 Lawrence Street Castlemaine VIC 3450,"[-37.0758899, 144.2106298]",94.9,66.5,Winters Flat Primary School,0.6945,-37.07016,144.20749,Winters Flat Primary School,1.6,5.7
387,59A Johnstone Street Castlemaine VIC 3450,"[-37.0723552, 144.2086504]",94.8,65.0,Winters Flat Primary School,0.2646,-37.07016,144.20749,Winters Flat Primary School,1.5,4.2
388,12 Franzi Street Guildford VIC 3451,"[-37.1481296, 144.1619282]",104.9,75.8,Campbells Creek Primary School,7.2077,-37.09293,144.20466,Campbells Creek Primary School,7.9,8.4
389,Golden Point VIC 3451,"[-37.0665813, 144.2756927]",82.4,57.2,Chewton Primary School,2.1737,-37.08233,144.26116,Chewton Primary School,2.8,3.7
390,1 Gamble Street Trentham VIC 3458,"[-37.3918149, 144.3262296]",57.5,47.9,Trentham District Primary School,0.4577,-37.38797,144.3281,Trentham District Primary School,0.7,1.3
391,4/12 Albert Street Trentham VIC 3458,"[-37.3877059, 144.3225289]",57.4,47.6,Trentham District Primary School,0.4942,-37.38797,144.3281,Trentham District Primary School,0.7,1.0
392,3/28 camp Street Daylesford VIC 3460,"[-37.3446319, 144.1446195]",74.8,67.6,Daylesford Primary School,0.276,-37.3451,144.14156,Daylesford Primary School,0.5,1.7
393,1/29 Stanhope Street Daylesford VIC 3460,"[-37.3498021, 144.1503839]",74.8,68.1,Daylesford Primary School,0.94,-37.3451,144.14156,Daylesford Primary School,1.3,4.7
394,23 Sullivan Street Daylesford VIC 3460,"[-37.35438, 144.1494894]",75.4,67.9,Daylesford Primary School,1.2467,-37.3451,144.14156,Daylesford Primary School,2.3,5.5
395,13 Fulcher St Daylesford VIC 3460,"[-37.3397442, 144.1339863]",75.4,67.6,Daylesford Primary School,0.8965,-37.3451,144.14156,Daylesford Primary School,1.2,2.4
396,18 North St Daylesford VIC 3460,"[-37.3307023, 144.1450454]",75.8,67.8,Daylesford Secondary College,0.7467,-37.33467,144.15185,Daylesford Secondary College,2.7,4.4
397,53 Millar St Daylesford VIC 3460,"[-37.3428932, 144.1398234]",75.1,67.3,Daylesford Primary School,0.2892,-37.3451,144.14156,Daylesford Primary School,0.5,1.1
398,51a Main Road Hepburn Springs VIC 3461,"[-37.3195082, 144.1399061]",77.2,69.3,Hepburn Primary School,1.2575,-37.30972,144.13276,Hepburn Primary School,1.7,2.3
399,1 Walkers Road Lyonville VIC 3461,"[-37.3915349, 144.2603424]",64.4,54.8,Bullarto Primary School,4.0339,-37.40538,144.21822,Bullarto Primary School,5.5,7.2
400,2475 Ballan-Daylesford Rd Sailors Falls VIC 3461,"[-37.3871574, 144.121963]",89.1,67.7,Daylesford Primary School,4.9801,-37.3451,144.14156,Daylesford Primary School,5.2,5.7
401,24 Golden Wattle Drive Maryborough VIC 3465,"[-37.0458468, 143.7465976]",140.0,108.4,Highview College,1.2444,-37.05354,143.73642,Highview College,1.9,4.5
402,1/20 East Field Street Maryborough VIC 3465,"[-37.0351812, 143.7409497]",141.3,110.2,Maryborough Education Centre,1.7852,-37.04216,143.72287,Maryborough Education Centre,2.9,5.4
403,85 Gillies Street Maryborough VIC 3465,"[-37.0513217, 143.7476713]",139.9,108.0,Highview College,1.0306,-37.05354,143.73642,Highview College,1.5,3.9
404,3/20 Dundas Road Maryborough VIC 3465,"[-37.0382828, 143.7381177]",141.5,110.0,Maryborough Education Centre,1.4231,-37.04216,143.72287,Maryborough Education Centre,1.7,3.4
405,65 Park Road Maryborough VIC 3465,"[-37.0376639, 143.7414823]",141.3,109.7,Maryborough Education Centre,1.7294,-37.04216,143.72287,Maryborough Education Centre,2.3,4.5
406,8 Hughes Street Maryborough VIC 3465,"[-37.0345811, 143.7323726]",142.2,111.0,Maryborough Education Centre,1.1925,-37.04216,143.72287,Maryborough Education Centre,2.0,4.1
407,26 Logan Street Maryborough VIC 3465,"[-37.0536218, 143.7438033]",140.4,108.8,Highview College,0.6568,-37.05354,143.73642,Highview College,0.9,1.8
408,17 Cameron Street Maryborough VIC 3465,"[-37.0445819, 143.7528152]",139.8,108.1,Highview College,1.765,-37.05354,143.73642,Highview College,2.5,5.5
409,14 Golden Wattle Drive Maryborough VIC 3465,"[-37.0467365, 143.7464281]",139.9,107.9,Highview College,1.1673,-37.05354,143.73642,Highview College,1.8,4.2
410,253 Gladstone Street Maryborough VIC 3465,"[-37.0381698, 143.7336317]",141.9,110.5,Maryborough Education Centre,1.0549,-37.04216,143.72287,Maryborough Education Centre,1.3,2.9
411,Golden Point VIC 3465,"[-37.0922807, 143.7626808]",142.7,110.2,Highview College,4.8927,-37.05354,143.73642,Highview College,5.3,7.1
412,1/294 Gladstone Street Maryborough VIC 3465,"[-37.0347319, 143.740736]",141.2,109.5,Maryborough Education Centre,1.7905,-37.04216,143.72287,Maryborough Education Centre,2.0,3.8
413,21 Rinford Street Maryborough VIC 3465,"[-37.0381163, 143.7315133]",142.2,111.3,Maryborough Education Centre,0.8903,-37.04216,143.72287,Maryborough Education Centre,1.3,3.4
414,23 McMahon Street St Arnaud VIC 3478,"[-36.6186409, 143.2579466]",203.6,138.8,St Arnaud Primary School,0.9374,-36.6102,143.25754,St Arnaud Primary School,1.3,2.2
415,6 George Street St Arnaud VIC 3478,"[-36.6229971, 143.2634472]",203.2,138.3,St Arnaud Primary School,1.5152,-36.6102,143.25754,St Arnaud Primary School,2.1,3.6
416,14 Elizabeth Street Donald VIC 3480,"[-36.35926240000001, 142.9896808]",243.8,169.3,Donald Primary School,0.9916,-36.36721,142.98463,Donald Primary School,1.2,1.9
417,11 Hoban Street Watchem VIC 3482,"[-36.1462128, 142.8614974]",275.9,192.1,Birchip P-12 School,18.4797,-35.98438,142.90994,Birchip P-12 School,20.2,15.4
418,2/10-14 High Street Charlton VIC 3525,"[-36.2682997, 143.3482562]",210.3,149.6,Charlton College,1.0461,-36.27031,143.35963,Charlton College,1.7,3.6
419,12 Currie Street Charlton VIC 3525,"[-36.2610665, 143.3461869]",211.1,151.8,Charlton College,1.5847,-36.27031,143.35963,Charlton College,2.5,5.7
420,8 Voullaire Drive Red Cliffs VIC 3496,"[-34.3071336, 142.1883921]",491.7,330.4,Red Cliffs Primary School,0.568,-34.31157,142.18531,Red Cliffs Primary School,0.9,1.8
421,1/38 Guava Street Red Cliffs VIC 3496,"[-34.3066935, 142.1907627]",492.0,331.4,Red Cliffs Primary School,0.7379,-34.31157,142.18531,Red Cliffs Primary School,1.1,2.8
422,7 Immacolata Rise Red Cliffs VIC 3496,"[-34.3060316, 142.1992159]",492.8,335.0,Red Cliffs Secondary College,0.8739,-34.2988,142.19545,Red Cliffs Secondary College,1.6,5.8
423,11 Jacaranda Street Red Cliffs VIC 3496,"[-34.3043054, 142.1868133]",491.8,330.3,Red Cliffs Primary School,0.8176,-34.31157,142.18531,Red Cliffs Primary School,1.0,1.7
424,2/464 Azolia Avenue Red Cliffs VIC 3496,"[-34.2946199, 142.1948426]",493.6,333.0,Red Cliffs Secondary College,0.467,-34.2988,142.19545,Red Cliffs Secondary College,2.9,5.6
425,124 Indi Avenue Red Cliffs VIC 3496,"[-34.3062544, 142.1958143]",492.4,333.3,Red Cliffs Secondary College,0.8276,-34.2988,142.19545,Red Cliffs Secondary College,1.1,4.1
426,"Lot 1, 83 Jacaranda Street Red Cliffs VIC 3496","[-34.3106984, 142.1868962]",491.2,329.6,Red Cliffs Primary School,0.1751,-34.31157,142.18531,Red Cliffs Primary School,0.4,1.0
427,2/7 Toorak Drive Irymple VIC 3498,"[-34.2288466, 142.1597439]",501.8,339.5,Irymple Primary School,0.2566,-34.2266,142.15908,Irymple Primary School,0.4,0.7
428,48 Creaton Lane Irymple VIC 3498,"[-34.2591571, 142.1713196]",497.9,336.8,Irymple South Primary School,1.9254,-34.25249,142.19062,Irymple South Primary School,3.8,5.9
429,2 Azure Close Irymple VIC 3498,"[-34.2332206, 142.16698]",501.2,339.1,Irymple Secondary College,0.2321,-34.23233,142.1647,Irymple Secondary College,0.3,0.5
430,106 Belar Ave Irymple VIC 3498,"[-34.2359625, 142.2088305]",501.7,342.5,Irymple South Primary School,2.485,-34.25249,142.19062,Irymple South Primary School,2.5,5.1
431,20 VERDI BOULEVARD Irymple VIC 3498,"[-34.2311746, 142.172547]",501.0,339.8,Irymple Secondary College,0.7342,-34.23233,142.1647,Irymple Secondary College,1.5,2.7
432,1/48 Fifth Street Nichols Point VIC 3501,"[-34.2029217, 142.1935573]",505.7,347.5,Nichols Point Primary School,1.2118,-34.2088,142.20464,Nichols Point Primary School,1.4,3.0
433,344 San Mateo Avenue Mildura VIC 3500,"[-34.2054862, 142.1484167]",505.0,343.8,St Paul's Primary School,0.7085,-34.2046,142.15603,St Paul's Primary School,0.9,1.6
434,2/519 Walnut Avenue Mildura VIC 3500,"[-34.2064472, 142.126341]",506.1,344.8,Trinity Lutheran College,0.5831,-34.2016,142.12879,Trinity Lutheran College,0.9,1.6
435,3016A Deakin Avenue Mildura VIC 3500,"[-34.2253346, 142.1145721]",507.9,345.5,Mildura South Primary School,1.7311,-34.21348,142.12679,Mildura South Primary School,1.8,2.2
436,7 Dampier Crescent Mildura VIC 3500,"[-34.2080286, 142.1461783]",504.8,343.4,Mildura Specialist School,0.9337,-34.19988,142.14364,Mildura Specialist School,2.4,4.4
437,25/8 Taylor Drive Mildura VIC 3500,"[-34.2161911, 142.1302011]",505.6,344.5,Mildura South Primary School,0.435,-34.21348,142.12679,Mildura South Primary School,0.8,1.7
438,1 Brampton Way Mildura VIC 3500,"[-34.19609519999999, 142.1232591]",506.5,345.9,Trinity Lutheran College,0.7954,-34.2016,142.12879,Trinity Lutheran College,0.9,2.1
439,6/471 San Mateo Avenue Mildura VIC 3500,"[-34.2115728, 142.1397585]",504.4,342.3,Mildura South Primary School,1.2137,-34.21348,142.12679,Mildura South Primary School,2.2,3.0
440,1/1 Ashwood Court Mildura VIC 3500,"[-34.194763, 142.1366549]",506.8,346.3,Ranfurly Primary School,0.2814,-34.19367,142.1339,Ranfurly Primary School,2.8,5.1
441,11 Santolina Drive Mildura VIC 3500,"[-34.205258, 142.1506263]",505.3,344.7,St Paul's Primary School,0.5033,-34.2046,142.15603,St Paul's Primary School,0.9,1.9
442,4 Ponderosa Way Mildura VIC 3500,"[-34.2222006, 142.1365621]",504.9,343.8,Mildura South Primary School,1.3216,-34.21348,142.12679,Mildura South Primary School,1.8,2.9
443,1/999 Fifteenth Street Mildura VIC 3500,"[-34.1956511, 142.1235005]",506.6,345.9,Trinity Lutheran College,0.8204,-34.2016,142.12879,Trinity Lutheran College,1.0,2.2
444,2/471 San Mateo Avenue Mildura VIC 3500,"[-34.2118183, 142.1399576]",504.3,342.1,Mildura South Primary School,1.2274,-34.21348,142.12679,Mildura South Primary School,2.1,2.9
445,10 Barraclough Way Mildura VIC 3500,"[-34.2157354, 142.1423648]",504.1,342.3,Mildura South Primary School,1.4569,-34.21348,142.12679,Mildura South Primary School,2.8,5.0
446,4/4-6 Olivia Drive Mildura VIC 3500,"[-34.2018214, 142.1180206]",507.3,347.4,Trinity Lutheran College,0.9929,-34.2016,142.12879,Trinity Lutheran College,1.7,3.6
447,18 Elphicks Way Mildura VIC 3500,"[-34.2151229, 142.1169401]",507.4,346.1,Mildura South Primary School,0.9258,-34.21348,142.12679,Mildura South Primary School,1.4,1.9
448,946 Fifteenth St Mildura VIC 3500,"[-34.1988166, 142.1265121]",506.2,344.9,Trinity Lutheran College,0.3734,-34.2016,142.12879,Trinity Lutheran College,0.6,1.2
449,3 Ashwood Court Mildura VIC 3500,"[-34.1945044, 142.1370387]",506.7,346.1,Ranfurly Primary School,0.3038,-34.19367,142.1339,Ranfurly Primary School,2.8,4.9
450,5 Beauford Heights Mildura VIC 3500,"[-34.1979169, 142.122016]",506.8,346.2,Trinity Lutheran College,0.7461,-34.2016,142.12879,Trinity Lutheran College,1.2,2.5
451,3 Matotek Court Mildura VIC 3500,"[-34.2034543, 142.1380542]",505.3,343.9,Mildura Specialist School,0.6498,-34.19988,142.14364,Mildura Specialist School,0.9,1.5
452,1 Mahogany Dr Mildura VIC 3500,"[-34.1963136, 142.138593]",506.4,345.1,Ranfurly Primary School,0.5226,-34.19367,142.1339,Ranfurly Primary School,2.5,3.9
453,3/2 Eileen Street Mildura VIC 3500,"[-34.2056681, 142.1390613]",505.1,343.6,Mildura Specialist School,0.7683,-34.19988,142.14364,Mildura Specialist School,1.5,2.2
454,4 Merinda Court Mildura VIC 3500,"[-34.2029312, 142.1444373]",505.9,344.8,Mildura Specialist School,0.3463,-34.19988,142.14364,Mildura Specialist School,0.4,1.2
455,17 Noyce Court Mildura VIC 3500,"[-34.2021311, 142.1503651]",505.8,344.3,St Paul's Primary School,0.5896,-34.2046,142.15603,St Paul's Primary School,0.7,1.3
456,1/425 Ontario Avenue Mildura VIC 3500,"[-34.1962707, 142.1286878]",506.4,345.3,Ranfurly Primary School,0.5604,-34.19367,142.1339,Ranfurly Primary School,0.6,1.0
457,13 Belle Gardens Drive Mildura VIC 3500,"[-34.211836, 142.1471317]",504.2,343.4,St Paul's Primary School,1.1475,-34.2046,142.15603,St Paul's Primary School,1.5,5.5
458,2 Kyamber Court Mildura VIC 3500,"[-34.1986411, 142.1228862]",506.7,346.1,Trinity Lutheran College,0.6355,-34.2016,142.12879,Trinity Lutheran College,1.1,2.3
459,25 Mahogany Drive Mildura VIC 3500,"[-34.1948656, 142.1370595]",506.7,346.1,Ranfurly Primary School,0.32,-34.19367,142.1339,Ranfurly Primary School,2.8,4.9
460,39 Olympic Way Mildura VIC 3500,"[-34.19406910000001, 142.1372252]",507.5,347.6,Ranfurly Primary School,0.3097,-34.19367,142.1339,Ranfurly Primary School,0.7,2.1
461,10 Elizabeth Avenue Mildura VIC 3500,"[-34.2104665, 142.1368522]",505.1,343.2,Mildura South Primary School,0.9857,-34.21348,142.12679,Mildura South Primary School,1.6,2.5
462,403 San Mateo Avenue Mildura VIC 3500,"[-34.2081327, 142.1442508]",504.6,342.7,Mildura Specialist School,0.9172,-34.19988,142.14364,Mildura Specialist School,1.5,3.7
463,6/382 Deakin Avenue Mildura VIC 3500,"[-34.2054174, 142.1393255]",505.2,343.8,Mildura Specialist School,0.7317,-34.19988,142.14364,Mildura Specialist School,1.5,2.4
464,3/425 Ontario Avenue Mildura VIC 3500,"[-34.1962707, 142.1286878]",506.4,345.3,Ranfurly Primary School,0.5604,-34.19367,142.1339,Ranfurly Primary School,0.6,1.0
465,2/425 Ontario Avenue Mildura VIC 3500,"[-34.1962707, 142.1286878]",506.4,345.3,Ranfurly Primary School,0.5604,-34.19367,142.1339,Ranfurly Primary School,0.6,1.0
466,42 Brian Cres Mildura VIC 3500,"[-34.2031876, 142.15762]",505.4,344.1,St Paul's Primary School,0.2145,-34.2046,142.15603,St Paul's Primary School,0.7,1.8
467,7 Thames Place Mildura VIC 3500,"[-34.1692646, 142.1452664]",511.1,351.6,Mildura West Primary School,1.3338,-34.17973,142.15239,Mildura West Primary School,1.8,4.2
468,11/86-88 Seventh Street Mildura VIC 3500,"[-34.186878, 142.1691417]",508.0,346.5,Mildura Primary School,1.1454,-34.19429,142.16049,Mildura Primary School,2.5,2.8
469,170 Ninth Street Mildura VIC 3500,"[-34.1827909, 142.1568323]",509.0,348.8,Mildura West Primary School,0.532,-34.17973,142.15239,Mildura West Primary School,1.4,3.6
470,4/129 Orange Ave Mildura VIC 3500,"[-34.1897141, 142.1604813]",507.5,346.2,Mildura Primary School,0.5076,-34.19429,142.16049,Mildura Primary School,1.0,1.9
471,1/238 Deakin Avenue Mildura VIC 3500,"[-34.194385, 142.1523757]",506.8,345.3,Chaffey Secondary College,0.4318,-34.19573,142.14798,Chaffey Secondary College,0.5,0.7
472,2 Toorak Avenue Mildura VIC 3500,"[-34.1827225, 142.1516916]",508.6,347.8,Mildura West Primary School,0.3381,-34.17973,142.15239,Mildura West Primary School,1.0,1.9
473,2/4 Eulinga Drive Mildura VIC 3500,"[-34.1957438, 142.1432878]",507.1,346.4,Mildura Senior College,0.3165,-34.198,142.14539,Mildura Senior College,1.1,2.8
474,54 Avocado Street Mildura VIC 3500,"[-34.1996957, 142.1583663]",505.9,345.2,St Paul's Primary School,0.5851,-34.2046,142.15603,St Paul's Primary School,1.3,2.9
475,3/76 Riverside Avenue Mildura VIC 3500,"[-34.1736026, 142.147338]",510.1,350.0,Mildura West Primary School,0.824,-34.17973,142.15239,Mildura West Primary School,1.6,2.8
476,887 Fourteenth Street Mildura VIC 3500,"[-34.1953095, 142.143028]",507.0,346.1,Mildura Senior College,0.3694,-34.198,142.14539,Mildura Senior College,1.0,2.5
477,4/14 Trevatt Ct Mildura VIC 3500,"[-34.1938586, 142.1599418]",507.4,346.6,Mildura Primary School,0.0696,-34.19429,142.16049,Mildura Primary School,0.2,0.5
478,1/124 Thirteenth Street Mildura VIC 3500,"[-34.1928737, 142.1548423]",507.2,345.9,St Joseph's College Mildura,0.478,-34.18872,142.15346,St Joseph's College Mildura,0.6,1.6
479,2/302 Ninth Street Mildura VIC 3500,"[-34.1743853, 142.1468433]",510.0,349.7,Mildura West Primary School,0.7829,-34.17973,142.15239,Mildura West Primary School,1.4,2.5
480,195 Deakin Avenue Mildura VIC 3500,"[-34.19105820000001, 142.1547368]",507.4,345.6,St Joseph's College Mildura,0.2848,-34.18872,142.15346,St Joseph's College Mildura,0.4,0.9
481,9 Wilga Avenue Mildura VIC 3500,"[-34.1782491, 142.1496189]",509.6,349.5,Mildura West Primary School,0.3037,-34.17973,142.15239,Mildura West Primary School,0.6,1.6
482,18 Petrucci Way Mildura VIC 3500,"[-34.1730714, 142.1409555]",510.6,350.8,Mildura West Primary School,1.2872,-34.17973,142.15239,Mildura West Primary School,1.7,3.8
483,1 Wingillie Street Mildura VIC 3500,"[-34.1843216, 142.1514874]",508.3,347.1,Mildura West Primary School,0.5161,-34.17973,142.15239,Mildura West Primary School,1.6,2.2
484,10/250 Eighth Street Mildura VIC 3500,"[-34.1749257, 142.1512978]",509.8,349.5,Mildura West Primary School,0.5423,-34.17973,142.15239,Mildura West Primary School,0.7,1.6
485,2 Shakira Court Mildura VIC 3500,"[-34.1722957, 142.1404582]",510.5,350.3,Mildura West Primary School,1.3748,-34.17973,142.15239,Mildura West Primary School,2.4,3.7
486,112 Burrows Street Mildura VIC 3500,"[-34.1991478, 142.1521062]",506.0,345.0,Chaffey Secondary College,0.537,-34.19573,142.14798,Chaffey Secondary College,0.9,1.7
487,2/147 Orange Avenue Mildura VIC 3500,"[-34.1904786, 142.1599844]",507.6,346.5,Mildura Primary School,0.4253,-34.19429,142.16049,Mildura Primary School,1.1,2.2
488,4/147 Risby Lane Mildura VIC 3500,"[-34.1879209, 142.1625108]",508.2,346.7,Mildura Primary School,0.7306,-34.19429,142.16049,Mildura Primary School,1.2,2.7
489,4/60 Hunter Street Mildura VIC 3500,"[-34.194889, 142.152694]",506.9,345.7,Chaffey Secondary College,0.4444,-34.19573,142.14798,Chaffey Secondary College,0.6,1.1
490,42A Hornsey Park Mildura VIC 3500,"[-34.2020501, 142.1662769]",506.2,345.2,St Paul's Primary School,0.9858,-34.2046,142.15603,St Paul's Primary School,1.5,3.0
491,160 Orange Avenue Mildura VIC 3500,"[-34.1912069, 142.1600247]",507.2,345.6,Mildura Primary School,0.3447,-34.19429,142.16049,Mildura Primary School,0.7,1.3
492,15 Kelvin Avenue Mildura VIC 3500,"[-34.1969582, 142.1562519]",506.3,345.8,Mildura Primary School,0.4901,-34.19429,142.16049,Mildura Primary School,0.6,1.9
