,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
147,1/803 South Street Ballarat Central VIC 3350,"[-37.5690756, 143.8422986]",93.5,69.8,Newington Primary School,1.0358,-37.56602,143.83122,Newington Primary School,1.2,4.0
148,26 Longley Street Alfredton VIC 3350,"[-37.5580057, 143.8167187]",95.2,71.4,Ballarat High School,0.4087,-37.55452,143.81821,Ballarat High School,0.3,1.4
149,216 Wendouree Parade Lake Wendouree VIC 3350,"[-37.5472435, 143.844885]",93.2,68.3,Pleasant Street Primary School (Ballarat),1.1556,-37.55633,143.8385,Pleasant Street Primary School (Ballarat),1.4,2.3
150,203B Russell Street Newington VIC 3350,"[-37.5641468, 143.8305638]",94.1,70.7,Newington Primary School,0.2158,-37.56602,143.83122,Newington Primary School,0.4,1.0
151,1/607 Talbot Street South Street Redan VIC 3350,"[-37.5737271, 143.840741]",94.1,70.2,Newington Primary School,1.1997,-37.56602,143.83122,Newington Primary School,1.8,3.6
152,21 Salisbury Avenue Newington VIC 3350,"[-37.5681637, 143.8352983]",94.1,70.3,Newington Primary School,0.4318,-37.56602,143.83122,Newington Primary School,0.5,2.2
153,6 Frank Street Ballarat Central VIC 3350,"[-37.5558883, 143.8499785]",92.5,67.9,Macarthur Street Primary School,0.8468,-37.55115,143.85749,Macarthur Street Primary School,1.6,4.3
154,331 Raglan Street South Ballarat Central VIC 3350,"[-37.5693613, 143.8491723]",92.8,68.7,Ballarat Primary School (Dana Street),0.7281,-37.56401,143.85394,Ballarat Primary School (Dana Street),1.2,2.2
155,1/808 Latrobe Street Redan VIC 3350,"[-37.5714776, 143.827832]",95.1,71.6,Newington Primary School,0.6756,-37.56602,143.83122,Newington Primary School,1.4,2.5
156,14a Exeter Street Lake Wendouree VIC 3350,"[-37.5522916, 143.8463718]",92.9,68.7,Pleasant Street Primary School (Ballarat),0.8275,-37.55633,143.8385,Pleasant Street Primary School (Ballarat),1.0,1.9
157,710 Darling Street Redan VIC 3350,"[-37.573987, 143.8348316]",94.7,71.4,Newington Primary School,0.94,-37.56602,143.83122,Newington Primary School,1.3,3.4
158,302 Doveton Street North Soldiers Hill VIC 3350,"[-37.5543103, 143.8565134]",91.9,66.8,Macarthur Street Primary School,0.3612,-37.55115,143.85749,Macarthur Street Primary School,0.6,1.4
159,411a Pleasant Street Ballarat Central VIC 3350,"[-37.5698503, 143.8375044]",94.1,69.9,Newington Primary School,0.6993,-37.56602,143.83122,Newington Primary School,1.0,3.0
160,38 Anderson Street West Ballarat Central VIC 3350,"[-37.5669374, 143.8591078]",91.5,66.9,Ballarat Primary School (Dana Street),0.5604,-37.56401,143.85394,Ballarat Primary School (Dana Street),0.8,1.6
161,8 Arthur Street Alfredton VIC 3350,"[-37.5567299, 143.8175245]",95.2,71.1,Ballarat High School,0.2526,-37.55452,143.81821,Ballarat High School,0.2,0.8
162,20 Dawson Street South Ballarat Central VIC 3350,"[-37.563409, 143.8525669]",91.9,66.8,Ballarat Primary School (Dana Street),0.1384,-37.56401,143.85394,Ballarat Primary School (Dana Street),0.1,0.2
163,13A Brawn Avenue Lake Wendouree VIC 3350,"[-37.5445072, 143.8426709]",93.6,69.1,Ballarat Grammar,1.1987,-37.53924,143.83083,Ballarat Grammar,1.8,2.7
164,11 Kent Street Ballarat Central VIC 3350,"[-37.5635432, 143.839403]",93.3,69.0,Ballarat Clarendon College,0.6671,-37.55965,143.83365,Ballarat Clarendon College,1.0,1.7
165,Ballarat Central VIC 3350,"[-37.5610117, 143.8549159]",91.5,66.1,Ballarat Primary School (Dana Street),0.3438,-37.56401,143.85394,Ballarat Primary School (Dana Street),0.7,1.9
166,Alfredton VIC 3350,"[-37.5691087, 143.8563224]",91.8,67.4,Ballarat Primary School (Dana Street),0.6038,-37.56401,143.85394,Ballarat Primary School (Dana Street),1.0,2.1
167,18B/412 Drummond Street North Ballarat Central VIC 3350,"[-37.5518497, 143.8498584]",92.8,68.1,Macarthur Street Primary School,0.6788,-37.55115,143.85749,Macarthur Street Primary School,1.1,3.6
168,2/1014 Howitt Street Wendouree VIC 3355,"[-37.5406345, 143.8386262]",97.6,68.7,Ballarat Grammar,0.7062,-37.53924,143.83083,Ballarat Grammar,1.1,1.5
169,4 Logan Court Mount Helen VIC 3350,"[-37.6289012, 143.8738292]",97.1,74.3,Ballarat Steiner School,1.6691,-37.64076,143.8622,Ballarat Steiner School,6.1,10.1
170,2 Viola Court Mount Helen VIC 3350,"[-37.621365, 143.8862455]",96.9,74.4,Emmaus Catholic Primary School,1.6208,-37.7003,144.77224,Emmaus Catholic Primary School,95.5,78.5
172,10 Oakbank Drive Mount Helen VIC 3350,"[-37.6180405, 143.8844837]",93.8,74.6,Emmaus Catholic Primary School,1.2904,-37.7003,144.77224,Emmaus Catholic Primary School,92.4,78.7
174,2/4 Rathkeale Avenue Mount Helen VIC 3350,"[-37.6277332, 143.8786293]",96.4,71.7,Emmaus Catholic Primary School,1.7933,-37.7003,144.77224,Emmaus Catholic Primary School,95.0,75.8
176,A Property Address Available on Application Scotsburn VIC 3352,"[-37.6754861, 143.9522656]",101.3,78.3,Lal Lal Primary School,5.1576,-37.67672,144.01071,Lal Lal Primary School,6.9,7.0
177,108B Scott Street Buninyong VIC 3357,"[-37.6523103, 143.89021639999999]",107.7,83.3,Buninyong Primary School,0.4098,-37.65423,143.88625,Buninyong Primary School,0.7,2.0
178,1/507 Warrenheip Street Buninyong VIC 3357,"[-37.6496933, 143.8843049]",98.0,73.3,Buninyong Primary School,0.532,-37.65423,143.88625,Buninyong Primary School,0.8,1.5
179,1005 Warrenheip Street Buninyong VIC 3357,"[-37.6557136, 143.8824885]",108.9,84.9,Buninyong Primary School,0.3705,-37.65423,143.88625,Buninyong Primary School,0.5,0.9
180,13 Plymouth Way Smythes Creek VIC 3351,"[-37.5968056, 143.7686027]",100.8,78.1,Haddon Primary School,4.2394,-37.58864,143.72171,Haddon Primary School,5.0,7.0
181,7 Cadillac Way Smythes Creek VIC 3351,"[-37.5968056, 143.7686027]",100.8,78.1,Haddon Primary School,4.2394,-37.58864,143.72171,Haddon Primary School,5.0,7.0
182,6 Hotchkiss Way Smythes Creek VIC 3351,"[-37.5968056, 143.7686027]",100.8,78.1,Haddon Primary School,4.2394,-37.58864,143.72171,Haddon Primary School,5.0,7.0
183,163 Browns-Scarsdale Rd Scarsdale VIC 3351,"[-37.6665851, 143.6718412]",118.1,101.0,Woady Yaloak Primary School,2.7861,-37.64352,143.6843,Woady Yaloak Primary School,3.5,4.4
184,68 Valiant Road Smythes Creek VIC 3351,"[-37.5928301, 143.7995213]",98.1,77.1,Delacombe Primary School,1.9018,-37.58478,143.81853,Delacombe Primary School,2.6,4.7
185,Smythes Creek VIC 3351,"[-37.5691087, 143.8563224]",91.8,67.4,Ballarat Primary School (Dana Street),0.6038,-37.56401,143.85394,Ballarat Primary School (Dana Street),1.0,2.1
186,30 Antoinette Avenue Bonshaw VIC 3352,"[-37.5967489, 143.8210094]",97.5,74.4,Delacombe Primary School,1.3463,-37.58478,143.81853,Delacombe Primary School,2.2,4.0
187,110 Webb Road Bonshaw VIC 3352,"[-37.599218, 143.8116754]",97.8,77.1,Delacombe Primary School,1.713,-37.58478,143.81853,Delacombe Primary School,2.3,4.7
188,17 Antionette Drive Bonshaw VIC 3352,"[-37.5967489, 143.8210094]",97.5,74.4,Delacombe Primary School,1.3463,-37.58478,143.81853,Delacombe Primary School,2.2,4.0
189,14 Buniya Street Bonshaw VIC 3352,"[-37.6014683, 143.8181435]",98.0,76.3,Delacombe Primary School,1.8525,-37.58478,143.81853,Delacombe Primary School,3.0,6.0
190,5 Marrubak Way Bonshaw VIC 3352,"[-37.6016291, 143.8181162]",98.0,76.3,Delacombe Primary School,1.8704,-37.58478,143.81853,Delacombe Primary School,3.0,6.0
191,11 Yolanda Street Bonshaw VIC 3352,"[-37.5975892, 143.8219359]",97.5,74.5,Delacombe Primary School,1.4531,-37.58478,143.81853,Delacombe Primary School,2.2,4.1
192,5 Antoinette Ave Bonshaw VIC 3352,"[-37.5967489, 143.8210094]",97.5,74.4,Delacombe Primary School,1.3463,-37.58478,143.81853,Delacombe Primary School,2.2,4.0
193,6 Silver Leaf Way Delacombe VIC 3356,"[-37.5778269, 143.7952738]",99.2,79.3,Delacombe Primary School,2.1944,-37.58478,143.81853,Delacombe Primary School,3.0,6.4
194,428 Greenhalghs Road Delacombe VIC 3356,"[-37.5833894, 143.7979031]",98.3,76.8,Delacombe Primary School,1.8284,-37.58478,143.81853,Delacombe Primary School,2.1,3.9
195,44 Baudinette Drive Sebastopol VIC 3356,"[-37.5937031, 143.8277905]",96.2,74.0,Phoenix P-12 Community College,0.9354,-37.58661,143.83351,Phoenix P-12 Community College,1.6,3.5
196,120 Warrina Drive Delacombe VIC 3356,"[-37.5845657, 143.8192597]",96.3,73.4,Delacombe Primary School,0.0687,-37.58478,143.81853,Delacombe Primary School,0.0,0.2
197,11 Edgewood Court Delacombe VIC 3356,"[-37.5885042, 143.8104628]",97.8,76.5,Delacombe Primary School,0.8237,-37.58478,143.81853,Delacombe Primary School,2.0,4.0
198,7 Begonia Court Delacombe VIC 3356,"[-37.582206, 143.8145556]",96.4,74.5,Delacombe Primary School,0.4526,-37.58478,143.81853,Delacombe Primary School,1.3,3.0
199,427 Greenhalghs Road Delacombe VIC 3356,"[-37.5834477, 143.796622]",98.4,77.0,Delacombe Primary School,1.9407,-37.58478,143.81853,Delacombe Primary School,2.2,4.1
200,329 Vickers Street Sebastopol VIC 3356,"[-37.5930717, 143.8302075]",95.9,72.8,Phoenix P-12 Community College,0.7742,-37.58661,143.83351,Phoenix P-12 Community College,1.2,2.3
201,201 Smythes Rd Delacombe VIC 3356,"[-37.589665, 143.8136486]",96.6,74.0,Delacombe Primary School,0.6927,-37.58478,143.81853,Delacombe Primary School,1.2,1.6
202,76 Grant Street Sebastopol VIC 3356,"[-37.5925008, 143.831056]",95.7,72.3,Phoenix P-12 Community College,0.6888,-37.58661,143.83351,Phoenix P-12 Community College,1.1,1.9
203,756 Midland Highway Mount Rowan VIC 3352,"[-37.4962709, 143.8473477]",101.9,73.8,Mount Rowan Secondary College,2.79,-37.51922,143.83447,Mount Rowan Secondary College,5.7,6.0
204,14 Barleysheaf Drive Miners Rest VIC 3352,"[-37.5009311, 143.8038682]",104.4,76.2,Miners Rest Primary School,2.6838,-37.47788,143.7947,Miners Rest Primary School,3.3,5.8
205,71 Waterford Drive Miners Rest VIC 3352,"[-37.5044184, 143.8133462]",104.7,78.0,Mount Rowan Secondary College,2.4873,-37.51922,143.83447,Mount Rowan Secondary College,8.7,11.0
206,2/210 Forest Street Wendouree VIC 3355,"[-37.539125, 143.8320998]",98.9,69.3,Ballarat Grammar,0.1129,-37.53924,143.83083,Ballarat Grammar,0.3,1.0
207,30 Langstaffe Drive Wendouree VIC 3355,"[-37.5205275, 143.8314802]",96.7,67.0,Mount Rowan Secondary College,0.3015,-37.51922,143.83447,Mount Rowan Secondary College,0.5,1.3
208,46 Stamford Street Wendouree VIC 3355,"[-37.5285833, 143.8265806]",97.1,66.7,Yuille Park P-8 Community College,0.5594,-37.5275,143.8204,Yuille Park P-8 Community College,0.8,2.2
209,3 Oxford Street Wendouree VIC 3355,"[-37.5287191, 143.8341104]",97.7,67.6,Forest Street Primary School,0.6246,-37.52319,143.83543,Forest Street Primary School,0.8,1.5
210,65 Lake Gardens Avenue Lake Gardens VIC 3355,"[-37.5458635, 143.8123501]",99.7,71.4,Ballarat Specialist School,0.9207,-37.55244,143.8187,Ballarat Specialist School,1.8,3.5
211,33 Oak Street Wendouree VIC 3355,"[-37.5341352, 143.8333044]",98.5,68.7,Ballarat Grammar,0.6073,-37.53924,143.83083,Ballarat Grammar,0.7,1.6
212,35 Eton Street Wendouree VIC 3355,"[-37.5286266, 143.8363165]",96.4,67.6,Forest Street Primary School,0.6085,-37.52319,143.83543,Forest Street Primary School,0.9,1.6
213,2/410 Gillies Street Wendouree VIC 3355,"[-37.5311717, 143.8241214]",97.3,66.7,Yuille Park P-8 Community College,0.5237,-37.5275,143.8204,Yuille Park P-8 Community College,1.0,2.2
214,2/13 Langstaffe Drive Wendouree VIC 3355,"[-37.52112109999999, 143.8323253]",96.8,67.5,Mount Rowan Secondary College,0.2837,-37.51922,143.83447,Mount Rowan Secondary College,0.6,1.5
215,59 Grandview Grove Wendouree VIC 3355,"[-37.52886350000001, 143.839456]",96.1,67.2,Forest Street Primary School,0.7233,-37.52319,143.83543,Forest Street Primary School,1.2,2.0
216,29 Cinnamon Drive Lake Gardens VIC 3355,"[-37.5410125, 143.8168035]",98.9,70.0,Wendouree Primary School,1.0219,-37.53928,143.82816,Wendouree Primary School,1.4,2.8
217,14 Harold Street Wendouree VIC 3355,"[-37.5310224, 143.8322014]",98.0,68.3,Forest Street Primary School,0.9149,-37.52319,143.83543,Forest Street Primary School,1.0,2.2
218,526 Gillies Street North Wendouree VIC 3355,"[-37.5202527, 143.8261776]",96.1,65.5,Mount Rowan Secondary College,0.742,-37.51922,143.83447,Mount Rowan Secondary College,1.1,1.7
219,20 Carpenter Street Wendouree VIC 3355,"[-37.5234555, 143.8336013]",97.4,67.7,Forest Street Primary School,0.1643,-37.52319,143.83543,Forest Street Primary School,0.2,0.8
220,7 Oxford Street Wendouree VIC 3355,"[-37.5283582, 143.8343225]",97.7,67.5,Forest Street Primary School,0.5819,-37.52319,143.83543,Forest Street Primary School,0.7,1.4
221,49 Faversham Avenue Lake Gardens VIC 3355,"[-37.54289929999999, 143.81182]",99.5,70.8,Ballarat Specialist School,1.221,-37.55244,143.8187,Ballarat Specialist School,2.3,4.0
222,1 Glenda Street Wendouree VIC 3355,"[-37.5255522, 143.8354256]",97.6,67.7,Forest Street Primary School,0.2622,-37.52319,143.83543,Forest Street Primary School,0.4,0.7
223,27 Ayrvale Avenue Lake Gardens VIC 3355,"[-37.5455982, 143.8159128]",99.4,70.7,Ballarat Specialist School,0.7983,-37.55244,143.8187,Ballarat Specialist School,1.5,2.8
224,62 Hastings Street Wendouree VIC 3355,"[-37.531299, 143.8252232]",97.4,66.9,Yuille Park P-8 Community College,0.5996,-37.5275,143.8204,Yuille Park P-8 Community College,1.1,2.4
225,7 Shirley Street Wendouree VIC 3355,"[-37.5349157, 143.8376741]",97.1,68.4,Ballarat Grammar,0.7722,-37.53924,143.83083,Ballarat Grammar,1.3,2.1
226,3/395 Forest Street Wendouree VIC 3355,"[-37.5258405, 143.8336934]",97.6,67.5,Forest Street Primary School,0.3318,-37.52319,143.83543,Forest Street Primary School,0.4,0.5
227,346 High Street Learmonth VIC 3352,"[-37.4220507, 143.7163474]",116.3,82.7,Mount Blowhard Primary School,6.2552,-37.42924,143.78644,Mount Blowhard Primary School,8.5,13.8
228,28 Albert Street Creswick VIC 3363,"[-37.4206534, 143.8954369]",103.1,78.1,Creswick Primary School,0.5147,-37.42411,143.89156,Creswick Primary School,0.8,2.4
229,3/8 Penny Lane Creswick VIC 3363,"[-37.4454101, 143.8909249]",104.5,79.2,Creswick Primary School,2.3647,-37.42411,143.89156,Creswick Primary School,2.8,4.3
230,10 Caddy Drive Creswick VIC 3363,"[-37.43527479999999, 143.8935688]",103.5,78.5,Creswick Primary School,1.2518,-37.42411,143.89156,Creswick Primary School,1.8,3.6
231,96 Pasco Street Creswick VIC 3363,"[-37.4095962, 143.8901051]",104.4,80.1,Creswick North Primary School,0.1051,-37.40884,143.89082,Creswick North Primary School,0.2,0.9
232,20 Jory Street Creswick VIC 3363,"[-37.4118593, 143.885545]",104.7,81.1,Creswick North Primary School,0.5748,-37.40884,143.89082,Creswick North Primary School,0.7,2.6
233,2/3 Hickory Lane Creswick VIC 3363,"[-37.4447867, 143.8943967]",104.9,80.8,Creswick Primary School,2.3085,-37.42411,143.89156,Creswick Primary School,3.2,5.9
234,9 Moritz Drive Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
235,4 Stowe Road Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
236,6 Sprinter Way Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
237,29 Telluride Drive Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
238,1 Warbler Court Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
239,340 Glenelg Highway Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
240,38 Steamboat Avenue Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
241,26 Steamboat Avenue Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
242,3 Sundance Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
243,18 Mountain Ash Circuit Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
244,10 Fantail Street Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
245,233 Ballarat-Carngham Road Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
246,21 Snowbird Road Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
247,69 Sundance Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
248,71 Wedge Tail Drive Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
249,9 Snowbird Road Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
250,17 Sandpiper Avenue Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
251,29 Cumberland Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
252,4 Fantail Street Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
253,36 Red Robin Drive Winter Valley VIC 3358,"[-37.5881949, 143.8183092]",96.2,73.5,Delacombe Primary School,0.3795,-37.58478,143.81853,Delacombe Primary School,0.8,1.5
254,95 Wedge Tail Drive Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
255,17 Cortina Drive Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
256,11 Sprinter Way Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
257,118 Wiltshire Lane Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
258,11 Silver Leaf Way Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
259,Winter Valley VIC 3358,"[-37.5694771, 143.7910451]",98.9,75.6,Alfredton Primary School,1.8994,-37.5548,143.8021,Alfredton Primary School,2.8,5.5
260,75 Sundance Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
261,75 Presentation Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
262,30 Snowbird Road Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
263,15 Sprinter Way Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
264,54 Sundance Boulevard Winter Valley VIC 3358,"[-37.58000415437882, 143.7926896507797]",99.0,78.8,Delacombe Primary School,2.3432,-37.58478,143.81853,Delacombe Primary School,2.9,5.9
265,702 Chintin Road Monegeetta VIC 3433,"[-37.4108174, 144.8060416]",31.0,41.3,Bolinda Primary School,5.9397,-37.43373,144.7454,Bolinda Primary School,9.4,16.6
266,1/401 Black Range Road Romsey VIC 3434,"[-37.3721162, 144.7130742]",30.0,37.3,Romsey Primary School,3.4861,-37.35418,144.74538,Romsey Primary School,6.4,10.6
