FID,PFI,FEATURE_ID,PARENT_FEATURE_ID,FEATURE_TYPE,FEATURE_SUBTYPE,FEATURE_STATUS,NAME,NAME_LABEL,PARENT_NAME,CHILD_EXISTS,AUTH_ORG_CODE,AUTH_ORG_ID,AUTH_ORG_VERIFIED,VMADD_PFI,VICNAMES_ID,VICNAMES_STATUS_CODE,THEME1,THEME2,STATE,CREATE_DATE_PFI,SUPERCEDED_PFI,CREATE_DATE_UFI,OBJECTID,SHAPE
VMFEAT_POLICE_STATION.59914213,612763,612763,,emergency facility,police station,,WOOMELANG POLICE STATION,Woomelang Police Station,,,107,WWL,2021-04-20T00:00:00,53369335,30061,10,,,VIC,2009-05-21T03:07:24,,2021-04-22T07:42:17,1888214,POINT (-35.68103021 142.66573618)
VMFEAT_POLICE_STATION.59914184,144464,144464,,emergency facility,police station,,TONGALA POLICE STATION,Tongala Police Station,,,107,WTO,2021-04-20T00:00:00,129891146,27197,10,,,VIC,2009-05-21T02:07:48,,2021-04-22T07:42:16,1888187,POINT (-36.2490128 144.950468)
VMFEAT_POLICE_STATION.59914185,144494,144494,,emergency facility,police station,,TOORA POLICE STATION,Toora Police Station,,,107,ETR,2021-04-20T00:00:00,54609689,27312,10,,,VIC,2009-05-21T02:07:48,,2021-04-22T07:42:16,1888188,POINT (-38.66157581 146.32472219)
VMFEAT_POLICE_STATION.59914214,612814,612814,,emergency facility,police station,,WYCHEPROOF POLICE STATION,Wycheproof Police Station,,,107,WWH,2021-04-20T00:00:00,134107895,30226,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888215,POINT (-36.07445539 143.22596515)
VMFEAT_POLICE_STATION.59914215,612861,612861,,emergency facility,police station,,YACKANDANDAH POLICE STATION,Yackandandah Police Station,,,107,EYK,2021-04-20T00:00:00,53277701,30303,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888216,POINT (-36.31063673 146.84250919)
VMFEAT_POLICE_STATION.59914186,144518,144518,,emergency facility,police station,,TORQUAY POLICE STATION,Torquay Police Station,,,107,WTQ,2021-04-20T00:00:00,202644357,27372,10,,,VIC,2009-05-21T02:07:49,,2021-04-22T07:42:16,1888189,POINT (-38.32551343 144.31805034)
VMFEAT_POLICE_STATION.59914187,144537,144537,,emergency facility,police station,,TRAFALGAR POLICE STATION,Trafalgar Police Station,,,107,ETF,2021-04-20T00:00:00,130945724,27447,10,,,VIC,2009-05-21T02:07:49,,2021-04-22T07:42:16,1888190,POINT (-38.21263771 146.15419483)
VMFEAT_POLICE_STATION.59914188,144547,144547,,emergency facility,police station,,TRARALGON POLICE STATION,Traralgon Police Station,,,107,ETL,2021-04-20T00:00:00,53743518,27491,10,,,VIC,2009-05-21T02:07:49,,2021-04-22T07:42:16,1888191,POINT (-38.19485279 146.53660498)
VMFEAT_POLICE_STATION.59914189,144573,144573,,emergency facility,police station,,TRENTHAM POLICE STATION,Trentham Police Station,,,107,WTE,2021-04-20T00:00:00,52141474,27548,10,,,VIC,2009-05-21T02:07:49,,2021-04-22T07:42:16,1888192,POINT (-37.39068301 144.32120693)
VMFEAT_POLICE_STATION.59914216,612914,612914,,emergency facility,police station,,YARRA GLEN POLICE STATION,Yarra Glen Police Station,,,107,EYG,2021-04-20T00:00:00,430036719,30476,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888217,POINT (-37.66021243 145.37320134)
VMFEAT_POLICE_STATION.59914190,144623,144623,,emergency facility,police station,,TUNGAMAH POLICE STATION,Tungamah Police Station,,,107,ETH,2021-04-20T00:00:00,54404137,27646,10,,,VIC,2009-05-21T02:07:49,,2021-04-22T07:42:16,1888193,POINT (-36.16504321 145.88082543)
VMFEAT_POLICE_STATION.59914217,612917,612917,,emergency facility,police station,,YARRA JUNCTION POLICE STATION,Yarra Junction Police Station,,,107,EYJ,2021-04-20T00:00:00,53353644,30480,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888218,POINT (-37.78019864 145.60701676)
VMFEAT_POLICE_STATION.59914218,612941,612941,,emergency facility,police station,,YARRAM POLICE STATION,Yarram Police Station,,,107,EYM,2021-04-20T00:00:00,53259246,30527,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888219,POINT (-38.55996058 146.67705284)
VMFEAT_POLICE_STATION.59914191,144673,144673,,emergency facility,police station,,UNDERBOOL POLICE STATION,Underbool Police Station,,,107,WUB,2021-04-20T00:00:00,134156779,27872,10,,,VIC,2009-05-21T02:07:50,,2021-04-22T07:42:16,1888194,POINT (-35.17111952 141.80992578)
VMFEAT_POLICE_STATION.59914219,612962,612962,,emergency facility,police station,,YARRAWONGA POLICE STATION,Yarrawonga Police Station,,,107,EYW,2021-04-20T00:00:00,126257014,30573,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888220,POINT (-36.02089718 145.9952586)
VMFEAT_POLICE_STATION.59914192,611982,611982,,emergency facility,police station,,VIOLET TOWN POLICE STATION,Violet Town Police Station,,,107,EVT,2021-04-20T00:00:00,54736580,28111,10,,,VIC,2009-05-21T03:07:19,,2021-04-22T07:42:16,1888195,POINT (-36.63617795 145.71526633)
VMFEAT_POLICE_STATION.59914220,612977,612977,,emergency facility,police station,,YEA POLICE STATION,Yea Police Station,,,107,EYA,2021-04-20T00:00:00,54130840,30622,10,,,VIC,2009-05-21T03:07:26,,2021-04-22T07:42:17,1888221,POINT (-37.21052291 145.42672399)
VMFEAT_POLICE_STATION.59914194,612054,612054,,emergency facility,police station,,WALWA POLICE STATION,Walwa Police Station,,,107,EWW,2021-04-20T00:00:00,54367323,28381,10,,,VIC,2009-05-21T03:07:19,,2021-04-22T07:42:16,1888197,POINT (-35.96496979 147.73368835)
VMFEAT_POLICE_STATION.59914221,685753,685753,,emergency facility,police station,,BOX HILL POLICE STATION,Box Hill Police Station,,,107,EBH,2021-04-20T00:00:00,5187,3198,10,,,VIC,2010-05-03T12:20:53,,2021-04-22T07:42:17,1888222,POINT (-37.81808498 145.12729827)
VMFEAT_POLICE_STATION.59914195,612091,612091,,emergency facility,police station,,WANGARATTA POLICE STATION,Wangaratta Police Station,,,107,EWT,2021-04-20T00:00:00,53864295,28444,10,,,VIC,2009-05-21T03:07:20,,2021-04-22T07:42:17,1888198,POINT (-36.36095008 146.31414044)
VMFEAT_POLICE_STATION.59914196,612125,612125,,emergency facility,police station,,WARBURTON POLICE STATION,Warburton Police Station,,,107,EWR,2021-04-20T00:00:00,210748347,-1384123,11,,,VIC,2009-05-21T03:07:20,,2021-04-22T07:42:17,1888199,POINT (-37.75449357 145.68806477)
VMFEAT_POLICE_STATION.59914199,612171,612171,,emergency facility,police station,,WARRANDYTE POLICE STATION,Warrandyte Police Station,,,107,EWY,2021-04-20T00:00:00,53656695,28616,10,,,VIC,2009-05-21T03:07:20,,2021-04-22T07:42:17,1888201,POINT (-37.74088661 145.21290474)
VMFEAT_POLICE_STATION.59914223,765066,765066,,emergency facility,police station,,BAYSIDE POLICE STATION,Bayside Police Station,,,107,SBY,2021-04-20T00:00:00,53632853,-1384109,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888224,POINT (-37.94856942 145.00376001)
VMFEAT_POLICE_STATION.59914224,765068,765068,,emergency facility,police station,,CARRUM DOWNS POLICE STATION,Carrum Downs Police Station,,,107,SCD,2021-04-20T00:00:00,420172914,-1384132,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888225,POINT (-38.11479826 145.1733094)
VMFEAT_POLICE_STATION.59914237,995657,995657,,emergency facility,police station,,BALLARAT NORTH POLICE STATION,Ballarat North Police Station,,,107,WNB,2021-04-20T00:00:00,54724869,-1384125,11,,,VIC,2013-10-04T11:37:44,,2021-04-22T07:42:17,1888235,POINT (-37.53577365 143.85517714)
VMFEAT_POLICE_STATION.59914241,1003958,1003958,,emergency facility,police station,,WAURN PONDS POLICE STATION,Waurn Ponds Police Station,,,107,WWP,2021-04-20T00:00:00,422952573,-1400575,11,,,VIC,2014-10-13T15:49:31,,2021-04-22T07:42:17,1888237,POINT (-38.20254615 144.31263014)
VMFEAT_POLICE_STATION.59914228,765073,765073,70113,emergency facility,police station,,LOCH SPORT POLICE STATION,Loch Sport Police Station,CHARLES STREET RESERVE,,107,ELS,2021-04-20T00:00:00,134478303,-1384131,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888227,POINT (-38.05799992 147.56734778)
VMFEAT_POLICE_STATION.59914243,1138304,1138304,647769,emergency facility,police station,,FOREST HILL POLICE STATION,Forest Hill Police Station,,,107,EFH,2021-04-20T00:00:00,423754097,-1675235,11,,,VIC,2016-06-16T12:20:22,,2021-04-22T07:42:17,1888238,POINT (-37.84581669 145.17131622)
VMFEAT_POLICE_STATION.59914230,765075,765075,75333,emergency facility,police station,,MARYSVILLE POLICE STATION,Marysville Police Station,GALLIPOLI PARK,,107,EMV,2021-04-20T00:00:00,221346329,16302,10,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888228,POINT (-37.5105102 145.74780845)
VMFEAT_POLICE_STATION.59914244,1138305,1138305,,emergency facility,police station,,SOUTHBANK POLICE STATION,Southbank Police Station,,,107,NSO,2021-04-20T00:00:00,219059702,-1675236,11,,,VIC,2016-06-16T12:20:22,,2021-04-22T07:42:17,1888239,POINT (-37.828319 144.96093881)
VMFEAT_POLICE_STATION.59914245,1142654,1142654,,emergency facility,police station,,BALLARAT WEST POLICE STATION,Ballarat West Police Station,,,107,WBW,2021-04-20T00:00:00,420744450,-1684223,11,,,VIC,2016-10-13T13:15:14,,2021-04-22T07:42:17,1888240,POINT (-37.56992223 143.79984669)
VMFEAT_POLICE_STATION.59914232,765077,765077,,emergency facility,police station,,MELBOURNE NORTH POLICE STATION,Melbourne North Police Station,,,107,NMN,2021-04-20T00:00:00,207501232,-1384102,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888230,POINT (-37.80030797 144.95456563)
VMFEAT_POLICE_STATION.59914247,1180175,1180175,,emergency facility,police station,,MERNDA POLICE STATION,Mernda Police Station,,,107,NDA,2021-04-20T00:00:00,422844701,-1765570,11,,,VIC,2018-05-14T11:27:25,,2021-04-22T07:42:17,1888241,POINT (-37.60053856 145.09254489)
VMFEAT_POLICE_STATION.59914234,765080,765080,,emergency facility,police station,,POLICE AIRWING POLICE STATION,Police Airwing Police Station,,,107,,2021-04-20T00:00:00,432356276,-1384116,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888232,POINT (-37.72033265 144.8981285)
VMFEAT_POLICE_STATION.59914235,765086,765086,,emergency facility,police station,,WYNDHAM NORTH POLICE STATION,Wyndham North Police Station,,,107,NWM,2021-04-20T00:00:00,212449928,-1384133,11,,,VIC,2010-09-16T11:26:56,,2021-04-22T07:42:17,1888233,POINT (-37.84788639 144.68691912)
VMFEAT_POLICE_STATION.59914248,1256095,1256095,,emergency facility,police station,,ALTONA POLICE STATION,Altona Police Station,,,107,NAL,2021-04-20T00:00:00,432379509,-1926270,11,,,VIC,2020-06-15T12:13:42,,2021-04-22T07:42:17,1888242,POINT (-37.86320721 144.81053984)
VMFEAT_POLICE_STATION.59915121,612152,612152,,emergency facility,police station,,WARRAGUL POLICE STATION,Warragul Police Station,,,107,EWG,2021-04-20T00:00:00,51411335,28591,10,,,VIC,2009-05-21T03:07:20,,2021-04-22T07:42:54,1888243,POINT (-38.16178698 145.93327832)
VMFEAT_POLICE_STATION.59915122,612626,612626,,emergency facility,police station,,WODONGA POLICE STATION,Wodonga Police Station,,,107,EWO,2021-04-20T00:00:00,134178653,29791,10,,,VIC,2009-05-21T03:07:24,,2021-04-22T07:42:54,1888244,POINT (-36.12215752 146.89007903)
VMFEAT_POLICE_STATION.59915126,995659,995659,,emergency facility,police station,,WATER POLICE/SEARCH AND RESCUE POLICE STATION,Water Police/Search And Rescue Police Station,,,107,,2021-04-20T00:00:00,219009984,-1384135,11,,,VIC,2013-10-04T11:37:44,,2021-04-22T07:42:54,1888248,POINT (-37.8635492 144.90653566)
VMFEAT_POLICE_STATION.59915127,995660,995660,,emergency facility,police station,,MELBOURNE AIRPORT POLICE STATION,Melbourne Airport Police Station,,,107,NMA,2021-04-20T00:00:00,423818792,-1384114,11,,,VIC,2013-10-04T11:37:44,,2021-04-22T07:42:54,1888249,POINT (-37.67654906 144.85058318)
VMFEAT_POLICE_STATION.59915132,140522,140522,,emergency facility,police station,,MELBOURNE WEST POLICE STATION,Melbourne West Police Station,,,107,NMW,2021-04-20T00:00:00,422027062,-1384113,11,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:54,1888253,POINT (-37.81380745 144.95125415)
VMFEAT_POLICE_STATION.59915133,140939,140939,,emergency facility,police station,,MORWELL POLICE STATION,Morwell Police Station,,,107,EML,2021-04-20T00:00:00,134154247,17814,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:54,1888254,POINT (-38.23729254 146.39441727)
VMFEAT_POLICE_STATION.59915134,135054,135054,,emergency facility,police station,,BAIRNSDALE POLICE STATION,Bairnsdale Police Station,,,107,EBL,2021-04-20T00:00:00,54340035,897,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:54,1888255,POINT (-37.82586394 147.63595804)
VMFEAT_POLICE_STATION.59915135,135732,135732,,emergency facility,police station,,BORONIA POLICE STATION,Boronia Police Station,,,107,EBO,2021-04-20T00:00:00,50363438,3040,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:54,1888256,POINT (-37.85993456 145.28548775)
VMFEAT_POLICE_STATION.62138600,139806,139806,,emergency facility,police station,,LANDSBOROUGH POLICE STATION,Landsborough Police Station,,,107,WLD,2021-04-20T00:00:00,,14579,10,,,VIC,2009-05-21T02:07:11,,2021-11-02T07:26:29,1954094,POINT (-37.0036411 143.12853447)
VMFEAT_POLICE_STATION.62138601,139945,139945,,emergency facility,police station,,LEXTON POLICE STATION,Lexton Police Station,,,107,WLX,2021-04-20T00:00:00,,14909,10,,,VIC,2009-05-21T02:07:12,,2021-11-02T07:26:29,1954095,POINT (-37.27525834 143.51381307)
VMFEAT_POLICE_STATION.62138604,612141,612141,,emergency facility,police station,,WARRACKNABEAL POLICE STATION,Warracknabeal Police Station,,,107,WWK,2021-04-20T00:00:00,,28575,10,,,VIC,2009-05-21T03:07:20,,2021-11-02T07:26:29,1954098,POINT (-36.25122711 142.39382528)
VMFEAT_POLICE_STATION.63595157,612034,612034,,emergency facility,police station,,WALLAN POLICE STATION,Wallan Police Station,,,107,EWA,2021-04-20T00:00:00,53865103,28317,10,,,VIC,2009-05-21T03:07:19,,2022-05-25T10:21:19,2017330,POINT (-37.41651056 144.98169751)
VMFEAT_POLICE_STATION.62823083,136638,136638,,emergency facility,police station,,COLAC POLICE STATION,Colac Police Station,,,107,WCC,2021-04-20T00:00:00,,5899,10,,,VIC,2009-05-21T02:06:48,,2022-03-02T07:18:06,1987362,POINT (-38.33775758 143.59254898)
VMFEAT_POLICE_STATION.60088153,140025,140025,,emergency facility,police station,,LOCH POLICE STATION,Loch Police Station,,,107,ELC,2021-04-20T00:00:00,134164533,15308,10,,,VIC,2009-05-21T02:07:12,,2021-05-25T07:36:54,1901094,POINT (-38.36867268 145.70371615)
VMFEAT_POLICE_STATION.60088154,140244,140244,,emergency facility,police station,,MALDON POLICE STATION,Maldon Police Station,,,107,WMD,2021-04-20T00:00:00,53874840,16004,10,,,VIC,2009-05-21T02:07:14,,2021-05-25T07:36:54,1901095,POINT (-36.99548478 144.0648738)
VMFEAT_POLICE_STATION.65096072,137075,137075,,emergency facility,police station,,DARTMOOR POLICE STATION,Dartmoor Police Station,,,107,WDT,2021-04-20T00:00:00,,6970,10,,,VIC,2009-05-21T02:06:53,,2022-09-20T15:25:21,2058354,POINT (-37.92183707 141.281505)
VMFEAT_POLICE_STATION.63438591,612199,612199,,emergency facility,police station,,WARRNAMBOOL POLICE STATION,Warrnambool Police Station,,,107,WWR,2021-04-20T00:00:00,,28680,10,,,VIC,2009-05-21T03:07:20,,2022-04-28T07:43:28,2013623,POINT (-38.38109287 142.47850325)
