,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_distance,real_duration,real_station_distance,real_station_duration
604,204/280 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8097936, 144.9817503]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,950.0,0.5,1.3,0.9,1.6
605,1005/296 Victoria Parade East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8091912, 144.9815952]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,475.0,0.8,2.0,0.3,0.8
606,303V/162 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8100432, 144.9855313]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,695.0,0.7,1.7,1.1,1.7
607,1/27 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.812459, 144.985593]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,2.0,2.0,144891.90476190485,5748.581449751422,750.0,0.9,2.1,0.9,2.1
608,1/9 Garden Avenue East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8161239, 144.9885721]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,550.0,0.7,1.7,1.0,2.4
609,125B George Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.81553, 144.986258]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,2.0,1.0,144891.90476190485,5748.581449751422,No Available,1.0,2.5,1.2,1.9
610,3/126 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8105917, 144.9870423]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,No Available,1.0,2.2,1.1,2.3
611,506 Victoria Parade East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.809935, 144.988228]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,485.0,0.7,1.3,1.0,2.8
612,21/8 Wellington Crescent East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8172238, 144.9776702]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,1.0,1.0,144891.90476190485,5748.581449751422,695.0,1.2,2.8,1.1,2.2
613,1302/1 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8161275, 144.984988]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,490.0,0.9,2.2,0.9,2.1
614,17/102 Jolimont Road East Melbourne VIC 3002,Townhouse,2022,"[-37.8181952, 144.9789461]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,660.0,1.5,2.7,0.3,0.7
615,162 George Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8150779, 144.9851819]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,,144891.90476190485,5748.581449751422,450.0,1.3,3.0,0.9,2.6
616,86 Hotham Street East Melbourne VIC 3002,House,2022,"[-37.8141406, 144.9874786]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,1.0,144891.90476190485,5748.581449751422,790.0,1.1,2.8,1.0,2.5
617,102/279 Wellington Parade South East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8162335, 144.9760382]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,1.0,1.0,144891.90476190485,5748.581449751422,700.0,0.9,2.1,0.9,2.1
618,7/35 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8154065, 144.9850928]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,2.0,144891.90476190485,5748.581449751422,800.0,1.0,2.5,0.2,0.5
619,16/22 Agnes Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8177361, 144.9800992]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,2.0,1.0,144891.90476190485,5748.581449751422,750.0,1.6,3.0,1.0,2.0
620,27/201 Wellington Parade South East Melbourne VIC 3002,Townhouse,2022,"[-37.8167522, 144.9785462]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,1.0,144891.90476190485,5748.581449751422,300.0,1.1,3.2,0.5,1.3
621,304/280 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8097936, 144.9817503]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,475.0,0.5,1.3,0.8,1.7
622,East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8161444, 144.9804594]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,480.0,1.9,3.6,1.1,2.4
623,105M/201 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8096583, 144.9856197]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,625.0,0.4,1.0,0.3,0.8
624,710 / 10 St Andrews East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.811829, 144.9767106]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,530.0,0.8,2.0,0.8,2.1
625,208V/162 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8100432, 144.9855313]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,440.0,0.7,1.7,0.8,1.6
626,115V/162 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8100432, 144.9855313]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,2.0,1.0,144891.90476190485,5748.581449751422,950.0,0.7,1.7,1.2,1.9
627,26/211 Wellington Parade South East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8164312, 144.977452]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,500.0,1.0,2.3,0.9,2.2
628,213/33 Cliveden Close East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8171001, 144.9767157]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,390.0,1.1,2.6,0.9,2.4
629,9/8 Wellington Crescent East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8172238, 144.9776702]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,0.0,1.0,1.0,144891.90476190485,5748.581449751422,590.0,1.2,2.8,0.6,1.9
630,560 Victoria Parade East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.81013799999999, 144.990052]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,510.0,0.8,1.7,1.0,2.8
631,158 Simpson Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8106622, 144.9890725]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,520.0,1.0,2.5,1.0,2.8
632,1102/65 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.810221, 144.9506929]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,2.0,144891.90476190485,5748.581449751422,750.0,0.6,1.5,0.9,1.8
633,260 Adderley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8076896, 144.9440153]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,390.0,1.3,3.7,1.1,2.4
634,603 Spencer Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.806974, 144.946149]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,2.0,144891.90476190485,5748.581449751422,780.0,0.9,2.0,0.9,2.1
635,503/9 Dryburgh Street West Melbourne VIC 3003,House,2022,"[-37.806619, 144.9424148]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,4.0,1.0,,144891.90476190485,5748.581449751422,990.0,1.7,4.7,1.2,2.9
636,322/23 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8108743, 144.9523646]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,995.0,0.4,1.0,0.8,2.8
637,1014/65 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.810221, 144.9506929]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,550.0,0.6,1.5,2.1,4.4
638,4/30 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8083643, 144.9544295]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,3.0,3.0,2.0,158943.3809523806,7141.370794122864,2800.0,0.4,1.0,2.3,4.3
639,228 Adderley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.80806, 144.944867]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,500.0,1.3,3.7,1.2,2.0
640,202/175 Rossyln Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8096818, 144.9490602]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,900.0,0.9,2.4,1.5,2.4
641,2/35 Ireland Street West Melbourne VIC 3003,Studio,2022,"[-37.80784, 144.944909]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,0.0,1.0,1.0,158943.3809523806,7141.370794122864,380.0,1.3,3.7,2.0,3.9
642,9/220 Roden Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8095385, 144.945096]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,2.0,158943.3809523806,7141.370794122864,100.0,1.2,3.2,1.1,2.2
643,1706/105 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8114205, 144.9497415]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,440.0,0.6,1.5,2.0,4.5
644,909/53 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8110929, 144.9515043]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,580.0,0.5,1.2,1.5,3.1
645,708/53 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8110929, 144.9515043]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,450.0,0.5,1.2,1.6,3.1
646,1111/33 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8108734, 144.9518209]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,425.0,0.5,1.1,1.5,2.6
647,3G01/130 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.810393, 144.9494184]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,380.0,1.0,2.1,1.9,4.1
648,109/23 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8108743, 144.9523646]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,590.0,0.4,1.0,2.1,4.4
649,103/107 Hawke Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8076347, 144.9467204]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,635.0,0.9,1.9,1.5,2.6
650,609/55 Jeffcott Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8120511, 144.9517315]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,410.0,0.4,0.9,1.6,3.1
651,1314/58 Jeffcott Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.811778, 144.9517322]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,650.0,0.3,0.8,2.0,4.1
652,512/118 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.809361, 144.9514149]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,3.0,2.0,2.0,158943.3809523806,7141.370794122864,900.0,0.7,1.5,2.0,4.5
653,205/55 Jeffcott Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8120511, 144.9517315]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,2.0,158943.3809523806,7141.370794122864,1100.0,0.4,0.9,2.4,4.4
654,1108/58 Jeffcott Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.811778, 144.9517322]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,350.0,0.3,0.8,1.8,3.7
655,G1/9 Dryburgh Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.806619, 144.9424148]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,2.0,158943.3809523806,7141.370794122864,1100.0,1.7,4.7,1.2,2.5
656,304/53 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8110929, 144.9515043]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,3.0,2.0,2.0,158943.3809523806,7141.370794122864,1400.0,0.5,1.2,1.7,3.6
657,607/121 Rosslyn Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8088758, 144.9505261]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,400.0,0.7,1.7,2.6,4.7
658,5/89 Roden Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8073655, 144.9488379]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,550.0,1.0,2.2,1.5,2.6
659,308/58 Jeffcott Street West Melbourne VIC 3003,House,2022,"[-37.811778, 144.9517322]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,570.0,0.3,0.8,1.6,3.3
660,1502/65 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.810221, 144.9506929]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,3.0,2.0,2.0,158943.3809523806,7141.370794122864,650.0,0.6,1.5,2.0,4.5
661,501/53 Batman Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8110929, 144.9515043]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,500.0,0.5,1.2,2.1,4.4
662,405/118 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.809361, 144.9514149]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,460.0,0.7,1.5,1.6,3.1
663,707/130 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.809552, 144.950835]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,650.0,0.7,1.6,2.1,4.4
664,1005/58 Jeffcott Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.811778, 144.9517322]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,650.0,0.3,0.8,2.0,4.4
665,1008/105 Batman St West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8114205, 144.9497415]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,1.0,1.0,158943.3809523806,7141.370794122864,505.0,0.6,1.5,2.0,4.5
666,504/89 Roden Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8073655, 144.9488379]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,720.0,1.0,2.2,2.0,4.4
667,10/50 Rosslyn Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8074206, 144.9525729]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,1.0,1.0,1.0,158943.3809523806,7141.370794122864,480.0,0.4,1.1,1.2,2.2
668,213/65 Dudley Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.810221, 144.9506929]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,2.0,2.0,1.0,158943.3809523806,7141.370794122864,675.0,0.6,1.5,1.2,2.2
669,107/162 Rosslyn Street West Melbourne VIC 3003,Apartment / Unit / Flat,2022,"[-37.8092416, 144.9489019]",3004,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,3.0,2.0,2.0,158943.3809523806,7141.370794122864,1600.0,0.7,1.8,2.0,4.4
