,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_distance,real_duration,real_station_distance,real_station_duration
512,1217/228 A'beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8103101, 144.9566423]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,500.0,0.5,1.2,0.4,1.3
513,1201/54 A'beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8088568, 144.9616448]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,680.0,0.9,1.8,1.6,2.9
514,2211/33 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8150137, 144.9538694]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,0.4,1.1,0.4,0.8
515,5310/500 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072443, 144.9602814]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,0.8,1.5,0.3,0.7
516,1503/296 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8114904, 144.9606243]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,2.0,126197.0,47618.39999999997,750.0,0.7,2.0,0.3,0.7
517,5202/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,560.0,1.0,2.4,0.6,1.5
518,6104/639 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,3.0,2.0,1.0,126197.0,47618.39999999997,950.0,0.4,1.4,0.5,0.8
519,812/233 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,680.0,1.3,2.9,0.4,1.2
520,1208/151 Franklin Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8086896, 144.9593881]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,580.0,0.9,1.7,0.5,1.2
521,2807/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,1.0,1.0,2.2,0.6,2.0
522,2205/462 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.807859, 144.960611]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,450.0,0.8,1.6,2.5,5.7
523,1813/199 William Street Melbourne VIC 3000,Studio,2022,"[-37.814609, 144.9573801]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,0.5,1.6,0.6,1.1
524,4303/483 Swanstone Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072179, 144.9623358]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,550.0,0.9,1.8,1.2,2.2
525,5707/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,650.0,1.0,2.4,0.4,0.9
526,1801/464 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8175602, 144.9585916]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,3.0,2.0,,126197.0,47618.39999999997,0.0,0.5,1.0,1.6,2.9
527,1204/31 Spring Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8145047, 144.9740695]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,500.0,0.6,1.6,0.5,1.3
528,3801/220 Spencer Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8157157, 144.9529559]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,770.0,0.8,1.9,0.5,1.1
529,1308/31 A'beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8088893, 144.9625546]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,600.0,1.4,2.8,0.5,1.2
530,Elizabeth street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8090217, 144.9608512]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,575.0,0.8,1.6,1.5,2.9
531,3112/80 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8089991, 144.9610792]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,490.0,0.8,1.6,0.6,1.7
532,3701/135 A'beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097879, 144.9596466]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,520.0,0.8,1.8,1.4,2.5
533,702/582 St Kilda Road Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8493082, 144.9794216]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,375.0,0.5,1.1,0.4,0.8
534,4303/285 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.810735, 144.9608179]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,580.0,0.7,1.9,0.3,0.5
535,2803/285 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.810735, 144.9608179]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,0.7,1.9,0.3,0.6
536,2503/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,500.0,1.0,2.2,0.4,0.8
537,1201/31 A'beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8088893, 144.9625546]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,2.0,126197.0,47618.39999999997,750.0,1.4,2.8,1.2,2.5
538,6205/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,1.0,2.2,0.4,1.3
539,340/44 Spencer Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8196936, 144.954891]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,590.0,1.0,2.2,0.4,1.3
540,"Car Park L05C2/285 La Trobe Street, Melbourne, VIC, 3000 Melbourne VIC 3000",Apartment / Unit / Flat,2022,"[-37.8105157, 144.9606566]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,550.0,0.7,1.8,1.2,2.2
541,4916/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,525.0,1.0,2.4,0.4,0.8
542,4607/157 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8099156, 144.9591846]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,550.0,0.7,1.6,1.2,2.2
543,3603/36 La Trobe Street Melbourne VIC 3000,Studio,2022,"[-37.8081637, 144.967594]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,340.0,0.5,1.3,1.1,2.9
544,7108/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,0.0,1.0,126197.0,47618.39999999997,No Available,1.0,2.4,0.4,1.4
545,6802/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,900.0,1.0,2.4,0.5,1.2
546,1502/157 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8099156, 144.9591846]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,510.0,0.7,1.6,0.4,0.9
547,5920/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,520.0,1.0,2.4,1.1,2.5
548,109/44 Spencer Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8196936, 144.954891]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,780.0,1.0,2.2,0.5,1.2
549,99 Franklin Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8081956, 144.9612917]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,780.0,0.8,1.7,0.5,1.2
550,1608/265 Exhibition Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8095971, 144.9692227]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,800.0,0.3,0.6,0.4,0.9
551,Carpark2402/80 A'Beckett street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.809678, 144.9593125]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,650.0,0.7,1.7,0.5,1.2
552,207/18 Russell Place Melbourne VIC 3000,Studio,2022,"[-37.8134924, 144.9673838]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,260.0,0.5,1.2,1.1,2.9
553,4416/228 La Trobe Street Melbourne VIC 3000,Studio,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,439.0,1.0,2.4,0.5,1.1
554,5105/60 A'Beckett St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8087388, 144.9614417]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,1.0,126197.0,47618.39999999997,600.0,1.0,2.0,0.6,1.3
555,4708/228 La Trobe Street Melbourne VIC 3000,House,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,0.0,1.0,126197.0,47618.39999999997,60.0,1.0,2.4,0.4,0.9
556,1602/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,485.0,1.0,2.4,2.2,4.9
557,119/88 Southbank Boulevard Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8232895, 144.9646552]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,685.0,1.0,2.4,0.5,1.2
558,7305/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,580.0,1.0,2.4,0.4,0.9
559,4409/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,750.0,1.0,2.4,0.5,1.2
560,5907/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,700.0,1.0,2.4,0.5,1.2
561,2602/560 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8205932, 144.9557846]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,450.0,1.0,2.2,1.3,2.9
562,1804/137 Bourke Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.812735, 144.969126]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,900.0,0.6,1.7,0.5,1.2
563,1902/228 Latrobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097612, 144.962455]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,750.0,1.0,2.4,0.5,1.2
564,4104/22-24 Jane Bell Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8102205, 144.9662652]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,600.0,0.6,1.4,0.5,1.2
565,1008/77-89 A`Beckett Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8090755, 144.961809]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,650.0,0.9,1.7,1.6,3.0
566,1406/80 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8090349, 144.961093]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,450.0,0.8,1.6,0.8,2.0
567,6016/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097612, 144.962455]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,750.0,1.0,2.4,0.0,0.0
568,6008/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,1.0,2.4,0.8,2.0
569,2509/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,600.0,1.0,2.4,0.3,0.7
570,2505/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,1.0,2.4,0.3,0.6
571,904/33 ROSE LANE Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8150137, 144.9538694]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,900.0,0.4,1.1,0.0,0.0
572,3817/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,750.0,1.0,2.4,0.0,0.0
573,8303/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,750.0,1.0,2.4,0.0,0.0
574,3815/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,650.0,1.0,2.4,0.0,0.0
575,4212/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097688, 144.9624585]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,1.0,2.4,0.6,1.5
576,350 William Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8112344, 144.9564823]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,900.0,0.3,0.9,0.0,0.0
577,Car Park 31 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.809745, 144.958777]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,900.0,0.7,1.6,0.0,0.0
578,4808/80 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8090372, 144.9610905]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,880.0,0.8,1.6,0.0,0.0
579,3509/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,650.0,1.0,2.2,0.0,0.0
580,3607/80 A'Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8090372, 144.9610905]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,No Available,0.8,1.6,0.5,1.4
581,1601/141 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8087593, 144.9674745]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,60.0,0.5,1.3,0.1,0.4
582,511/300 Swanston Street Melbourne VIC 3000,House,2022,"[-37.8106088, 144.9645798]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,0.0,1.0,126197.0,47618.39999999997,No Available,0.7,2.1,0.4,1.0
583,4207/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,550.0,1.0,2.2,0.3,0.6
584,1403/568 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8183759, 144.9554361]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,300.0,1.0,2.2,1.2,2.2
585,1904/60 A?Beckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.80875, 144.96143]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,0.0,1.0,2.0,0.3,0.6
586,50 La Trobe Street  Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.824903985828136, 144.97146694957883]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,500.0,9.4,11.9,1.1,2.9
587,250 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.812564, 144.9628184]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,550.0,1.1,2.2,1.0,2.6
588,"520/585 Latrobe Street, Melbourne Melbourne VIC 3000",Apartment / Unit / Flat,2022,"[-37.8132781, 144.9518268]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,780.0,0.4,1.3,1.2,2.2
589,Unit 1201/162 Albert St East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8100432, 144.9855313]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,520.0,0.7,1.7,1.2,2.2
590,12 Vale Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8190688, 144.9893458]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,700.0,0.8,2.3,0.4,0.9
591,1306V/296 Victoria Parade East Melbourne VIC 3002,Studio,2022,"[-37.8091912, 144.9815952]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,444.0,0.8,2.0,8.5,12.5
592,13/86 Hotham Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8141406, 144.9874786]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,1050.0,1.1,2.8,0.6,1.3
593,38/400 Victoria Parade East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8095627, 144.9848541]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,3.0,2.0,,126197.0,47618.39999999997,290.0,0.4,0.9,0.6,2.1
594,7/126 Wellington Parade East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8162107, 144.9859245]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,520.0,0.9,2.3,1.0,2.8
595,1/60 Simpson Street East Melbourne VIC 3002,House,2022,"[-37.8106589, 144.9890876]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,4.0,2.0,,144891.90476190485,5748.581449751422,200.0,1.0,2.5,1.2,3.0
596,P08P/191 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8100943, 144.9860492]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,,144891.90476190485,5748.581449751422,750.0,0.6,1.3,1.1,2.3
597,Unit 101/170 Albert St East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.809620699999996, 144.985273]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,450.0,0.4,0.9,0.8,1.7
598,27/155 Powlett Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8113488, 144.9855803]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,2.0,144891.90476190485,5748.581449751422,770.0,0.6,1.5,1.2,2.8
599,203/150 Clarendon Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8120899, 144.9835967]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,3.0,2.0,1.0,144891.90476190485,5748.581449751422,1800.0,0.6,1.5,0.2,0.6
600,8/108 George Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8152553, 144.9867895]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,,144891.90476190485,5748.581449751422,530.0,1.0,2.4,0.8,2.8
601,5/246 Albert Street East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.81012279999999, 144.9828284]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,625.0,0.4,1.1,0.9,2.5
602,2/8 Wellington Crescent East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8172238, 144.9776702]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,1.0,1.0,1.0,144891.90476190485,5748.581449751422,450.0,1.2,2.8,1.2,2.9
603,15/1 Wellington Crescent East Melbourne VIC 3002,Apartment / Unit / Flat,2022,"[-37.8173777, 144.9781787]",3002,"[xcoord    144.983863
ycoord    -37.814001
Name: East Melbourne, dtype: float64]",East Melbourne,2.0,1.0,1.0,144891.90476190485,5748.581449751422,600.0,1.2,3.0,1.2,2.0
