,closest_sa2,rent_2025,rent_2024,rent_2017,rent_2018,rent_2019,rent_2020,rent_2021,rent_2022,rent_2023,average_growth
240,Point Lonsdale - Queenscliff,526.6666666666666,526.6666666666666,344.2857142857143,367.5,420.0,422.7586206896552,521.4,526.6666666666666,526.6666666666666,1.0775470261581375
242,Port Melbourne,674.9122807017544,674.9122807017544,775.0,570.0,725.0,756.6666666666666,643.5714285714286,674.9122807017544,674.9122807017544,0.9912812492904397
243,Portarlington,983.9772727272727,983.9772727272727,955.7142857142857,340.0,467.77777777777777,404.0,405.22727272727275,983.9772727272727,983.9772727272727,1.130729087907085
244,Portland,389.0,389.0,244.33333333333334,280.3125,309.2857142857143,387.6666666666667,324.5238095238095,389.0,389.0,1.0881589061417383
245,Prahran - Windsor,519.3011363636364,519.3011363636364,586.0714285714286,462.0,435.75,464.6470588235294,605.0,519.3011363636364,519.3011363636364,0.9932048322120453
246,Preston - East,448.59307359307365,448.59307359307365,426.6666666666667,408.3333333333333,414.1666666666667,444.0,411.53846153846155,448.59307359307365,448.59307359307365,1.0081111140076764
247,Preston - West,496.0,496.0,412.5,401.6666666666667,419.1666666666667,447.6923076923077,432.10526315789474,496.0,496.0,1.029613723108075
248,Red Cliffs,318.57142857142856,318.57142857142856,227.85714285714286,284.5833333333333,259.44444444444446,289.5,340.88235294117646,318.57142857142856,318.57142857142856,1.0538720140076232
249,Research - North Warrandyte,385.0,385.0,735.0,528.25,596.1764705882352,551.3888888888889,580.0,385.0,385.0,0.9581290933661881
251,Ringwood,445.609756097561,445.609756097561,397.5,403.125,406.25,432.77777777777777,407.5,445.609756097561,445.609756097561,1.0167317314919408
252,Ringwood East,441.1111111111111,441.1111111111111,412.0,428.1818181818182,433.1818181818182,507.6923076923077,542.5,441.1111111111111,441.1111111111111,1.0133375812918304
253,Ringwood North,514.2857142857143,514.2857142857143,498.0,508.125,740.4545454545455,751.25,640.3333333333334,514.2857142857143,514.2857142857143,1.018505248419108
258,Rowville - Central,494.44444444444446,494.44444444444446,441.6666666666667,480.0,461.8421052631579,458.84615384615387,455.0,494.44444444444446,494.44444444444446,1.015534540189538
261,Sandringham - Black Rock,524.8333333333334,524.8333333333334,613.3333333333334,570.0,569.0625,546.9230769230769,636.5,524.8333333333334,524.8333333333334,0.9861950720867756
262,Seabrook,397.3076923076923,397.3076923076923,351.6666666666667,365.0,366.3636363636364,382.5,366.3888888888889,397.3076923076923,397.3076923076923,1.0173145495019555
263,Seaford (Vic.),492.3939393939394,492.3939393939394,367.5,360.0,373.8888888888889,399.0,448.125,492.3939393939394,492.3939393939394,1.0498273639844362
264,Seddon - Kingsville,459.9,459.9,355.0,373.2142857142857,394.54545454545456,429.2105263157895,414.3181818181818,459.9,459.9,1.0409175295967243
265,Seymour,355.0,355.0,256.6666666666667,267.22222222222223,290.8333333333333,297.5,309.6875,355.0,355.0,1.0543023749930418
266,Shepparton - North,376.3541666666667,376.3541666666667,321.875,340.0,335.0,368.0,395.7692307692308,376.3541666666667,376.3541666666667,1.0228581194636348
267,Skye - Sandhurst,568.0,568.0,451.9230769230769,463.3333333333333,485.22727272727275,517.2916666666666,535.0,568.0,568.0,1.0352285103066818
271,Southern Grampians,269.0,269.0,270.5769230769231,206.9047619047619,245.0,280.4347826086956,299.61538461538464,269.0,269.0,1.0072874730647032
272,Springvale,400.1063829787234,400.1063829787234,361.0,360.8333333333333,376.25,392.85714285714283,355.0,400.1063829787234,400.1063829787234,1.015966471036104
273,Springvale South,418.5,418.5,433.3333333333333,417.14285714285717,421.25,419.09090909090907,385.8333333333333,418.5,418.5,0.9965694454940838
274,St Albans - North,364.5429553264605,364.5429553264605,327.0,351.42857142857144,357.1875,368.0,385.0,364.5429553264605,364.5429553264605,1.0148192846945234
275,St Arnaud,327.5,327.5,200.0,190.83333333333334,211.36363636363637,220.5,262.6470588235294,327.5,327.5,1.1011336247580927
276,St Kilda East,490.6341463414634,490.6341463414634,380.0,440.61538461538464,475.8333333333333,437.93333333333334,456.6666666666667,490.6341463414634,490.6341463414634,1.0383290761900796
278,Strathmore,510.2173913043478,510.2173913043478,454.0,433.0,530.0,543.125,451.25,510.2173913043478,510.2173913043478,1.0228478807895829
280,Sunshine,404.4736842105263,404.4736842105263,291.1111111111111,362.14285714285717,335.0,321.3636363636364,362.72727272727275,404.4736842105263,404.4736842105263,1.0516129784724018
281,Sunshine North,397.8333333333333,397.8333333333333,319.54545454545456,337.77777777777777,360.0,363.3333333333333,394.0,397.8333333333333,397.8333333333333,1.0329028417480768
282,Sunshine West,391.2121212121212,391.2121212121212,362.5,355.5625,366.0769230769231,409.1666666666667,417.14285714285717,391.2121212121212,391.2121212121212,1.0115861058082694
283,Surrey Hills (East) - Mont Albert,552.2391304347826,552.2391304347826,476.6666666666667,488.6842105263158,478.8888888888889,423.1578947368421,560.2941176470588,552.2391304347826,552.2391304347826,1.0270924553361542
284,Surrey Hills (West) - Canterbury,636.40625,636.40625,698.3333333333334,575.0,752.5,671.25,589.5833333333334,636.40625,636.40625,0.9966635191283008
285,Swan Hill,308.8888888888889,308.8888888888889,249.23076923076923,275.0,274.09090909090907,267.5,293.0769230769231,308.8888888888889,308.8888888888889,1.0314838504858814
286,Sydenham,407.5,407.5,350.0,391.25,382.85714285714283,413.1818181818182,415.5,407.5,407.5,1.0210649891548644
287,Taylors Hill,462.22222222222223,462.22222222222223,456.6666666666667,490.0,480.0,482.22222222222223,474.0,462.22222222222223,462.22222222222223,1.0018230933306653
288,Taylors Lakes,516.4285714285714,516.4285714285714,430.29411764705884,441.1111111111111,1921.0,2081.6666666666665,509.1666666666667,516.4285714285714,516.4285714285714,1.3439674586344714
289,Templestowe,581.875,581.875,452.0,570.0,618.3333333333334,590.7142857142857,579.0,581.875,581.875,1.0365236312573896
290,Templestowe Lower,491.05263157894734,491.05263157894734,498.3333333333333,481.6666666666667,505.35714285714283,553.8888888888889,514.0909090909091,491.05263157894734,491.05263157894734,0.9993536639981999
291,The Basin,450.0,450.0,375.0,422.0,353.3333333333333,440.0,409.64285714285717,450.0,450.0,1.031233492909295
292,Thomastown,408.40277777777777,408.40277777777777,370.0,353.57142857142856,303.3333333333333,442.0,382.5,408.40277777777777,408.40277777777777,1.0272116099992188
293,Thornbury,466.5409836065574,466.5409836065574,473.8888888888889,513.0,498.3333333333333,453.6363636363636,445.0,466.5409836065574,466.5409836065574,0.9993952536673709
294,Toorak,631.072463768116,631.072463768116,691.25,625.0,477.5,610.0,410.0,631.072463768116,631.072463768116,1.0195175785677475
295,Torquay,605.2083333333334,605.2083333333334,439.2142857142857,463.94444444444446,497.10526315789474,536.2222222222222,684.6111111111111,605.2083333333334,605.2083333333334,1.0569292071438992
298,Tullamarine,421.1290322580645,421.1290322580645,359.2857142857143,316.6666666666667,387.77777777777777,374.3333333333333,395.0,421.1290322580645,421.1290322580645,1.0294156295787558
300,Upwey - Tecoma,595.0,595.0,405.3333333333333,426.8421052631579,416.57894736842104,462.9166666666667,467.9166666666667,595.0,595.0,1.0693617375426752
301,Vermont,530.4545454545455,530.4545454545455,460.0,532.5714285714286,496.5,567.0833333333334,554.0,530.4545454545455,530.4545454545455,1.0207514716043171
302,Vermont South,523.3333333333334,523.3333333333334,468.125,528.0,505.45454545454544,540.5555555555555,595.4347826086956,523.3333333333334,523.3333333333334,1.0167537836880938
303,Viewbank - Yallambie,487.4375,487.4375,432.3529411764706,427.89473684210526,493.5,467.95454545454544,479.5348837209302,487.4375,487.4375,1.0185044329154191
305,Wandin - Seville,550.0,550.0,383.42105263157896,414.7368421052632,432.96875,438.52941176470586,475.78125,550.0,550.0,1.0607831555943814
307,Wantirna,531.4285714285714,531.4285714285714,411.25,418.75,545.625,515.8333333333334,574.7058823529412,531.4285714285714,531.4285714285714,1.045926198202184
308,Wantirna South,533.9655172413793,533.9655172413793,495.0,454.0,443.6666666666667,456.6666666666667,509.61538461538464,533.9655172413793,533.9655172413793,1.0124035634547701
310,Warrandyte - Wonga Park,789.0,789.0,581.6666666666666,563.5416666666666,539.4827586206897,635.3125,591.6176470588235,789.0,789.0,1.058811244469282
311,Warrnambool - North,401.3,401.3,304.0,412.85714285714283,379.0,374.1666666666667,500.0,401.3,401.3,1.0491260206914281
312,Watsonia,457.05882352941177,457.05882352941177,390.0,406.1111111111111,396.9230769230769,429.13793103448273,436.34615384615387,457.05882352941177,457.05882352941177,1.0229099412223257
313,Wattle Glen - Diamond Creek,521.3636363636364,521.3636363636364,488.125,530.0,528.1818181818181,486.6666666666667,555.5882352941177,521.3636363636364,521.3636363636364,1.0103309787682933
315,Werribee - South,367.962962962963,367.962962962963,377.94117647058823,348.3333333333333,358.92857142857144,345.96153846153845,354.8076923076923,367.962962962963,367.962962962963,0.9971485735420755
317,West Footscray - Tottenham,398.0845070422535,398.0845070422535,316.7857142857143,361.75,408.8888888888889,424.61538461538464,392.03125,398.0845070422535,398.0845070422535,1.034104425868896
318,West Wimmera,230.0,230.0,247.89473684210526,258.2352941176471,289.64285714285717,220.0,285.29411764705884,230.0,230.0,1.0043415308283663
320,Wheelers Hill,586.578947368421,586.578947368421,422.85714285714283,530.0,508.3333333333333,486.7857142857143,430.0,586.578947368421,586.578947368421,1.0568671899448996
321,White Hills - Ascot,465.0,465.0,337.36842105263156,353.7096774193548,389.375,406.09375,474.03846153846155,465.0,465.0,1.0538745791583135
323,Williamstown,552.4153846153846,552.4153846153846,612.0,563.3333333333334,513.125,668.75,637.0,552.4153846153846,552.4153846153846,0.9945378074798339
324,Winchelsea,458.75,458.75,387.5,479.44444444444446,506.6666666666667,420.7142857142857,432.8,458.75,458.75,1.0256002951157435
326,Wonthaggi - Inverloch,421.30555555555554,421.30555555555554,424.344262295082,379.04761904761904,346.27777777777777,398.135593220339,472.90277777777777,421.30555555555554,421.30555555555554,1.0043159077701678
330,Yarra Valley,323.3333333333333,323.3333333333333,367.5,379.44444444444446,394.0,380.625,398.0,323.3333333333333,323.3333333333333,0.9894769377930674
331,Yarram,350.0,350.0,227.08333333333334,242.0,242.85714285714286,266.0416666666667,308.8235294117647,350.0,350.0,1.0782328485560222
332,Yarraville,538.9583333333334,538.9583333333334,494.0,455.0,556.25,516.0,566.25,538.9583333333334,538.9583333333334,1.0168230395658784
